STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
Virginia,2022-10-01,Other,658038.46
Florida,2022-10-01,Edibles,17265042.32
Texas,2022-10-01,Flower,140848.58
Manitoba,2022-10-01,Vapes,1584658.78
Delaware,2022-10-01,Flower,1114422.94
West Virginia,2022-10-01,Edibles,0.00
Oklahoma,2022-10-01,Vapes,26841254.35
Montana,2022-10-01,Edibles,3434270.63
Washington,2022-10-01,Flower,27402608.84
Nevada,2022-10-01,Flower,32899979.91
Mississippi,2022-10-01,Edibles,0.00
Alaska,2022-10-01,Vapes,3239198.55
Massachusetts,2022-10-01,Concentrates,5689205.98
Virginia,2022-10-01,Flower,2764709.83
Alberta,2022-11-01,Flower,15476103.92
Manitoba,2022-11-01,Other,704404.24
District of Columbia,2022-11-01,Concentrates,107861.64
New Hampshire,2022-11-01,Pre-Rolls,152896.70
Puerto Rico,2022-11-01,Edibles,1052734.28
Saskatchewan,2022-11-01,Edibles,315347.99
Minnesota,2022-11-01,Vapes,440285.56
Oklahoma,2022-11-01,Vapes,26043522.78
New Hampshire,2022-11-01,Flower,7305.19
Arizona,2022-11-01,Edibles,9993227.99
West Virginia,2022-11-01,Concentrates,322761.15
Louisiana,2022-11-01,Pre-Rolls,148648.10
Mississippi,2022-11-01,Concentrates,0.00
Nova Scotia,2022-11-01,Edibles,560326.36
Illinois,2022-11-01,Other,3289607.68
South Carolina,2022-11-01,Other,0.00
Maryland,2022-11-01,Edibles,5506825.84
Massachusetts,2022-11-01,Pre-Rolls,25944116.31
New Jersey,2022-11-01,Concentrates,863207.45
Colorado,2022-11-01,Vapes,5617813.05
District of Columbia,2022-11-01,Other,369176.10
Rhode Island,2022-11-01,Concentrates,374547.16
South Dakota,2022-11-01,Pre-Rolls,350009.98
North Dakota,2022-11-01,Pre-Rolls,14172.92
Ontario,2022-11-01,Flower,65394540.50
Alaska,2022-11-01,Vapes,2983238.71
Maryland,2022-11-01,Other,1147652.72
Hawaii,2022-11-01,Vapes,863748.00
Arkansas,2022-11-01,Concentrates,2099891.10
Minnesota,2022-11-01,Edibles,146011.43
Hawaii,2022-11-01,Other,296388.24
California,2022-11-01,Flower,132727400.47
Arkansas,2022-11-01,Edibles,3017114.36
New Brunswick,2022-11-01,Flower,1309365.93
New York,2022-11-01,Concentrates,22573.94
Colorado,2022-11-01,Other,10582649.16
New Jersey,2022-11-01,Edibles,7197481.96
Ontario,2022-11-01,Vapes,24398038.85
South Dakota,2022-11-01,Other,151310.72
Delaware,2022-11-01,Vapes,894907.17
Hawaii,2022-11-01,Edibles,308703.00
Pennsylvania,2022-11-01,Edibles,149653.99
Utah,2022-11-01,Other,681336.52
Northern Mariana Islands,2022-11-01,Vapes,0.00
West Virginia,2022-11-01,Edibles,0.00
New Jersey,2022-11-01,Other,687653.71
British Columbia,2022-11-01,Other,2952155.32
Delaware,2022-11-01,Concentrates,244101.01
Nova Scotia,2022-11-01,Concentrates,870061.97
Virginia,2022-11-01,Pre-Rolls,252316.54
Oklahoma,2022-11-01,Other,11707493.25
Oklahoma,2022-11-01,Concentrates,10548800.14
Manitoba,2022-11-01,Flower,3051002.71
Michigan,2022-11-01,Pre-Rolls,24058225.02
New Hampshire,2022-11-01,Other,117815.00
Nevada,2022-11-01,Concentrates,3490153.45
Alaska,2022-11-01,Edibles,1945910.51
Puerto Rico,2022-11-01,Vapes,1180828.08
Puerto Rico,2022-11-01,Concentrates,446533.55
District of Columbia,2022-11-01,Flower,2309637.42
Pennsylvania,2022-11-01,Flower,43237159.02
New York,2022-11-01,Vapes,8604626.66
Virginia,2022-11-01,Edibles,607586.24
Florida,2022-11-01,Vapes,45256974.12
Pennsylvania,2022-11-01,Concentrates,8980778.83
Missouri,2022-11-01,Edibles,4874368.45
Louisiana,2022-11-01,Flower,858250.36
Virginia,2022-11-01,Vapes,2609950.91
British Columbia,2022-11-01,Concentrates,2233078.91
Michigan,2022-11-01,Flower,100910713.92
Arkansas,2022-11-01,Flower,12140280.58
California,2022-11-01,Other,10415948.41
Oklahoma,2022-11-01,Flower,56452007.24
New York,2022-11-01,Pre-Rolls,879914.00
Delaware,2022-11-01,Flower,1080053.26
Texas,2022-11-01,Flower,127836.15
Montana,2022-11-01,Other,1757095.26
Arkansas,2022-11-01,Pre-Rolls,
Colorado,2022-11-01,Pre-Rolls,2052509.81
Illinois,2022-11-01,Flower,51073991.62
Nunavut,2022-11-01,Pre-Rolls,95077.07
Oregon,2022-11-01,Vapes,19281652.09
Manitoba,2022-11-01,Edibles,587712.43
Delaware,2022-11-01,Pre-Rolls,176608.68
Newfoundland and Labrador,2022-11-01,Concentrates,261018.81
Nunavut,2022-11-01,Vapes,66348.63
New Hampshire,2022-11-01,Concentrates,84066.16
Vermont,2022-11-01,Vapes,1546622.17
Arizona,2022-11-01,Pre-Rolls,18149077.21
South Carolina,2022-11-01,Flower,0.00
Puerto Rico,2022-11-01,Pre-Rolls,1200.41
North Dakota,2022-11-01,Flower,826288.73
Connecticut,2022-11-01,Edibles,1289835.10
Utah,2022-11-01,Vapes,3126205.43
Utah,2022-11-01,Flower,2590606.21
Texas,2022-11-01,Concentrates,37447.24
Rhode Island,2022-11-01,Other,428308.17
Connecticut,2022-11-01,Concentrates,1439545.55
Puerto Rico,2022-11-01,Flower,12731334.92
Washington,2022-11-01,Edibles,9580628.55
Missouri,2022-11-01,Other,473896.52
Minnesota,2022-11-01,Flower,1373667.14
Washington,2022-11-01,Pre-Rolls,12490934.61
South Carolina,2022-11-01,Vapes,0.00
Minnesota,2022-11-01,Concentrates,0.00
Illinois,2022-11-01,Vapes,38114596.87
Newfoundland and Labrador,2022-11-01,Edibles,177763.43
Maine,2022-11-01,Concentrates,1510390.81
New Mexico,2022-11-01,Concentrates,1532015.66
North Dakota,2022-11-01,Concentrates,119878.46
Maine,2022-11-01,Edibles,3632489.57
New Jersey,2022-11-01,Vapes,13447639.00
Oregon,2022-11-01,Pre-Rolls,10089187.26
Iowa,2022-11-01,Concentrates,55497.39
New Brunswick,2022-11-01,Vapes,459951.61
New Mexico,2022-11-01,Vapes,9725310.82
British Columbia,2022-11-01,Pre-Rolls,12431929.53
District of Columbia,2022-11-01,Pre-Rolls,255876.63
Massachusetts,2022-11-01,Other,6098647.07
California,2022-11-01,Vapes,102651460.38
Washington,2022-11-01,Other,3765915.37
Ontario,2022-11-01,Pre-Rolls,40543556.08
Nevada,2022-11-01,Other,1978025.81
Mississippi,2022-11-01,Other,32688.53
West Virginia,2022-11-01,Flower,3020093.80
British Columbia,2022-11-01,Vapes,7982208.69
South Dakota,2022-11-01,Vapes,864361.46
Louisiana,2022-11-01,Vapes,309954.35
Nova Scotia,2022-11-01,Flower,36921.98
Florida,2022-11-01,Edibles,19612232.28
Alaska,2022-11-01,Pre-Rolls,2829144.84
New Mexico,2022-11-01,Flower,16494766.77
Arizona,2022-11-01,Other,1930122.51
Nevada,2022-11-01,Flower,32566434.94
Maine,2022-11-01,Flower,12121827.63
Michigan,2022-11-01,Concentrates,12071042.88
Pennsylvania,2022-11-01,Pre-Rolls,10267.09
Ohio,2022-11-01,Flower,18857064.43
Texas,2022-11-01,Vapes,244425.00
Yukon,2022-11-01,Edibles,22612.13
Nunavut,2022-11-01,Other,26563.78
Alaska,2022-11-01,Other,964701.14
Connecticut,2022-11-01,Flower,8380140.22
Louisiana,2022-11-01,Concentrates,48814.17
Pennsylvania,2022-11-01,Vapes,31092825.71
New Brunswick,2022-11-01,Other,52986.74
Manitoba,2022-11-01,Concentrates,270484.39
North Dakota,2022-11-01,Vapes,407667.47
Colorado,2022-11-01,Flower,96615430.25
New Mexico,2022-11-01,Pre-Rolls,4193356.49
Alberta,2022-11-01,Concentrates,2092442.16
Saskatchewan,2022-11-01,Vapes,1702668.52
Missouri,2022-11-01,Concentrates,2923750.62
Michigan,2022-11-01,Other,2387479.13
North Dakota,2022-11-01,Edibles,270.63
Illinois,2022-11-01,Concentrates,7432875.74
Florida,2022-11-01,Concentrates,16615142.36
Maryland,2022-11-01,Concentrates,2610281.92
Delaware,2022-11-01,Edibles,216726.11
Ontario,2022-11-01,Edibles,11261103.91
Vermont,2022-11-01,Concentrates,77109.13
Nevada,2022-11-01,Edibles,7517903.27
Iowa,2022-11-01,Edibles,11949.82
Mississippi,2022-11-01,Flower,1492533.58
Louisiana,2022-11-01,Other,148713.49
Mississippi,2022-11-01,Edibles,0.00
Missouri,2022-11-01,Pre-Rolls,1916969.38
Puerto Rico,2022-11-01,Other,302204.56
New Mexico,2022-11-01,Other,1350566.02
California,2022-11-01,Edibles,39411426.73
Massachusetts,2022-11-01,Vapes,33889839.37
Northern Mariana Islands,2022-11-01,Other,0.00
Yukon,2022-11-01,Vapes,111580.67
Yukon,2022-11-01,Other,58977.71
Montana,2022-11-01,Concentrates,2647847.54
Oklahoma,2022-11-01,Pre-Rolls,15542097.64
Arizona,2022-11-01,Vapes,28124286.11
Maryland,2022-11-01,Flower,18719877.49
New Brunswick,2022-11-01,Pre-Rolls,569920.24
South Dakota,2022-11-01,Edibles,277653.39
Nevada,2022-11-01,Pre-Rolls,7242328.19
Arkansas,2022-11-01,Other,527173.62
Florida,2022-11-01,Other,5896378.32
Massachusetts,2022-11-01,Edibles,21435293.47
Vermont,2022-11-01,Other,255084.44
Maryland,2022-11-01,Vapes,9210343.82
West Virginia,2022-11-01,Other,129475.09
Mississippi,2022-11-01,Vapes,0.00
Hawaii,2022-11-01,Flower,1019459.27
Maryland,2022-11-01,Pre-Rolls,2445458.35
Manitoba,2022-11-01,Pre-Rolls,1466708.05
Rhode Island,2022-11-01,Pre-Rolls,207934.50
Nova Scotia,2022-11-01,Pre-Rolls,15306.58
Massachusetts,2022-11-01,Concentrates,5818365.38
Utah,2022-11-01,Pre-Rolls,1131.00
New Jersey,2022-11-01,Flower,19864295.18
Alberta,2022-11-01,Vapes,10000864.33
Illinois,2022-11-01,Edibles,19846934.92
Pennsylvania,2022-11-01,Other,6171360.67
Oregon,2022-11-01,Flower,26406319.69
Utah,2022-11-01,Concentrates,176300.17
Nunavut,2022-11-01,Flower,247639.30
Nunavut,2022-11-01,Edibles,4870.67
Illinois,2022-11-01,Pre-Rolls,9532817.54
Oregon,2022-11-01,Edibles,11969841.49
Northern Mariana Islands,2022-11-01,Flower,0.00
Vermont,2022-11-01,Edibles,742330.32
Nova Scotia,2022-11-01,Vapes,38515.95
California,2022-11-01,Pre-Rolls,51982428.46
South Carolina,2022-11-01,Pre-Rolls,0.00
Florida,2022-11-01,Flower,63731210.83
Connecticut,2022-11-01,Pre-Rolls,1569866.87
Newfoundland and Labrador,2022-11-01,Vapes,342199.60
Newfoundland and Labrador,2022-11-01,Pre-Rolls,492604.67
Minnesota,2022-11-01,Pre-Rolls,334247.12
Texas,2022-11-01,Edibles,73548.30
Arizona,2022-11-01,Flower,50550290.65
Saskatchewan,2022-11-01,Other,662032.78
New York,2022-11-01,Edibles,3158534.44
North Dakota,2022-11-01,Other,162879.99
Ohio,2022-11-01,Concentrates,1929058.33
Northern Mariana Islands,2022-11-01,Edibles,0.00
Washington,2022-11-01,Vapes,18039682.41
Oklahoma,2022-11-01,Edibles,25573875.53
Oregon,2022-11-01,Other,3804499.05
Manitoba,2022-11-01,Vapes,1487343.58
New Hampshire,2022-11-01,Vapes,290107.75
Montana,2022-11-01,Vapes,5109064.40
Alaska,2022-11-01,Flower,7170823.38
New Mexico,2022-11-01,Edibles,5734574.98
New Brunswick,2022-11-01,Edibles,239474.49
Yukon,2022-11-01,Flower,281752.84
Iowa,2022-11-01,Other,232795.74
Nova Scotia,2022-11-01,Other,39259.22
Montana,2022-11-01,Pre-Rolls,1884910.15
New York,2022-11-01,Other,1668518.42
Rhode Island,2022-11-01,Vapes,337365.23
Nevada,2022-11-01,Vapes,15380731.60
Virginia,2022-11-01,Other,613015.28
Florida,2022-11-01,Pre-Rolls,6679295.96
Virginia,2022-11-01,Flower,3119773.57
Colorado,2022-11-01,Concentrates,17198402.30
Vermont,2022-11-01,Pre-Rolls,308274.70
Missouri,2022-11-01,Flower,18976656.72
Ohio,2022-11-01,Other,1740912.68
South Dakota,2022-11-01,Flower,1324278.00
South Dakota,2022-11-01,Concentrates,116739.34
Yukon,2022-11-01,Pre-Rolls,156724.99
Ohio,2022-11-01,Vapes,10692085.55
Ohio,2022-11-01,Edibles,6258003.46
Minnesota,2022-11-01,Other,421243.88
Maine,2022-11-01,Pre-Rolls,3110397.54
Alberta,2022-11-01,Edibles,2819153.52
Alberta,2022-11-01,Other,4028760.65
Missouri,2022-11-01,Vapes,6711907.28
Rhode Island,2022-11-01,Edibles,218391.43
Virginia,2022-11-01,Concentrates,230289.88
New Brunswick,2022-11-01,Concentrates,0.00
Montana,2022-11-01,Edibles,3117792.18
Washington,2022-11-01,Concentrates,8454185.15
British Columbia,2022-11-01,Flower,15706080.67
Saskatchewan,2022-11-01,Pre-Rolls,907196.77
Saskatchewan,2022-11-01,Flower,2840284.82
Texas,2022-11-01,Other,202147.19
Newfoundland and Labrador,2022-11-01,Flower,964314.07
Arizona,2022-11-01,Concentrates,6705831.19
British Columbia,2022-11-01,Edibles,3512392.18
Delaware,2022-11-01,Other,259935.21
Alberta,2022-11-01,Pre-Rolls,10663970.08
Ohio,2022-11-01,Pre-Rolls,0.00
Connecticut,2022-11-01,Other,1429597.72
New York,2022-11-01,Flower,8441550.19
Rhode Island,2022-11-01,Flower,1394198.26
California,2022-11-01,Concentrates,25322842.31
Saskatchewan,2022-11-01,Concentrates,247448.56
Arkansas,2022-11-01,Vapes,5525004.10
Connecticut,2022-11-01,Vapes,5188799.20
Hawaii,2022-11-01,Concentrates,474444.20
Newfoundland and Labrador,2022-11-01,Other,148821.50
Iowa,2022-11-01,Vapes,192484.08
West Virginia,2022-11-01,Vapes,1342630.32
Texas,2022-11-01,Pre-Rolls,57220.32
Massachusetts,2022-11-01,Flower,52320979.42
Alaska,2022-11-01,Concentrates,1815235.36
Washington,2022-11-01,Flower,25192495.63
Ontario,2022-11-01,Other,10848131.65
Michigan,2022-11-01,Edibles,22373711.05
Colorado,2022-11-01,Edibles,4160495.12
South Carolina,2022-11-01,Edibles,0.00
Louisiana,2022-11-01,Edibles,223645.43
Maine,2022-11-01,Other,1903717.79
District of Columbia,2022-11-01,Edibles,393475.90
Ontario,2022-11-01,Concentrates,7177875.56
Utah,2022-11-01,Edibles,946840.83
Vermont,2022-11-01,Flower,1754371.14
Montana,2022-11-01,Flower,10773482.30
New Hampshire,2022-11-01,Edibles,215838.44
New Jersey,2022-11-01,Pre-Rolls,2385616.87
Yukon,2022-11-01,Concentrates,44093.94
Mississippi,2022-11-01,Pre-Rolls,101224.83
Michigan,2022-11-01,Vapes,43039075.79
Nunavut,2022-11-01,Concentrates,45046.78
Oregon,2022-11-01,Concentrates,9416983.61
Maine,2022-11-01,Vapes,3543585.90
District of Columbia,2022-11-01,Vapes,752296.27
Oklahoma,2022-12-01,Pre-Rolls,16303019.87
Maine,2022-12-01,Vapes,3339282.73
Washington,2022-12-01,Concentrates,7943495.71
British Columbia,2022-12-01,Other,3362420.46
Nunavut,2022-12-01,Pre-Rolls,109203.56
Texas,2022-12-01,Concentrates,41166.71
Florida,2022-12-01,Pre-Rolls,6534192.61
Manitoba,2022-12-01,Other,823044.21
Florida,2022-12-01,Vapes,44310168.07
Louisiana,2022-12-01,Concentrates,69870.71
California,2022-12-01,Edibles,43644313.69
Nova Scotia,2022-12-01,Edibles,610215.60
Utah,2022-12-01,Vapes,3201032.53
Mississippi,2022-12-01,Vapes,0.00
Alberta,2022-12-01,Other,4193637.58
Nevada,2022-12-01,Concentrates,3213919.74
Arkansas,2022-12-01,Concentrates,2482421.71
Yukon,2022-12-01,Flower,261467.38
New Jersey,2022-12-01,Edibles,7804858.07
Maryland,2022-12-01,Vapes,9564828.45
West Virginia,2022-12-01,Edibles,0.00
Virginia,2022-12-01,Vapes,2773269.85
Mississippi,2022-12-01,Pre-Rolls,179482.38
North Dakota,2022-12-01,Pre-Rolls,26453.65
Rhode Island,2022-12-01,Pre-Rolls,262345.64
Alaska,2022-12-01,Other,1018585.71
Massachusetts,2022-12-01,Pre-Rolls,27971278.11
Illinois,2022-12-01,Flower,55951163.40
Alaska,2022-12-01,Vapes,2995663.43
Missouri,2022-12-01,Pre-Rolls,2131577.17
District of Columbia,2022-12-01,Vapes,758911.27
North Dakota,2022-12-01,Other,146726.55
North Dakota,2022-12-01,Vapes,398545.34
Hawaii,2022-12-01,Vapes,950712.53
Vermont,2022-12-01,Concentrates,120727.81
Vermont,2022-12-01,Other,319378.78
Washington,2022-12-01,Flower,23095513.13
Montana,2022-12-01,Flower,11084540.06
British Columbia,2022-12-01,Edibles,3998264.14
California,2022-12-01,Concentrates,27311095.62
New Brunswick,2022-12-01,Flower,1425460.04
New York,2022-12-01,Edibles,3446993.65
Delaware,2022-12-01,Edibles,228865.35
Nevada,2022-12-01,Vapes,14480931.45
Missouri,2022-12-01,Concentrates,3255106.78
Manitoba,2022-12-01,Vapes,1476699.77
Manitoba,2022-12-01,Flower,3155765.64
Oregon,2022-12-01,Concentrates,9364497.75
Ontario,2022-12-01,Vapes,26901454.74
Oklahoma,2022-12-01,Concentrates,10618813.04
Yukon,2022-12-01,Edibles,24642.68
Alaska,2022-12-01,Concentrates,1764115.86
California,2022-12-01,Pre-Rolls,55274856.81
Saskatchewan,2022-12-01,Flower,3019753.52
California,2022-12-01,Other,11481009.44
Florida,2022-12-01,Concentrates,16629441.68
Nunavut,2022-12-01,Edibles,13348.73
Massachusetts,2022-12-01,Flower,57423555.10
New Jersey,2022-12-01,Pre-Rolls,2505231.19
Vermont,2022-12-01,Pre-Rolls,427825.00
Maine,2022-12-01,Other,1589716.56
Minnesota,2022-12-01,Flower,1424978.58
Yukon,2022-12-01,Pre-Rolls,147855.54
Nevada,2022-12-01,Edibles,6948602.02
Ohio,2022-12-01,Other,2027220.01
Arizona,2022-12-01,Flower,53675563.12
Washington,2022-12-01,Other,3553459.86
Florida,2022-12-01,Other,5943900.07
Ohio,2022-12-01,Edibles,6942563.18
Rhode Island,2022-12-01,Concentrates,307326.15
Connecticut,2022-12-01,Vapes,5455935.74
Alaska,2022-12-01,Edibles,2008753.82
South Dakota,2022-12-01,Flower,1476841.22
Rhode Island,2022-12-01,Other,52321.70
New Mexico,2022-12-01,Vapes,10838151.67
Nevada,2022-12-01,Flower,29920616.46
South Carolina,2022-12-01,Edibles,0.00
Connecticut,2022-12-01,Concentrates,1548064.97
New York,2022-12-01,Concentrates,25816.56
Puerto Rico,2022-12-01,Concentrates,482112.76
Nevada,2022-12-01,Other,1906026.53
Utah,2022-12-01,Concentrates,219622.08
Louisiana,2022-12-01,Edibles,317887.26
Delaware,2022-12-01,Flower,1031563.25
Delaware,2022-12-01,Concentrates,251508.44
Saskatchewan,2022-12-01,Other,790649.39
North Dakota,2022-12-01,Flower,805365.45
Virginia,2022-12-01,Pre-Rolls,264627.32
Maryland,2022-12-01,Other,1189231.73
New Mexico,2022-12-01,Concentrates,1716841.54
Ohio,2022-12-01,Flower,19809507.54
Pennsylvania,2022-12-01,Edibles,187950.44
Iowa,2022-12-01,Other,225104.09
Rhode Island,2022-12-01,Edibles,275318.56
South Dakota,2022-12-01,Pre-Rolls,403190.01
Virginia,2022-12-01,Concentrates,354803.35
West Virginia,2022-12-01,Flower,2819607.36
Minnesota,2022-12-01,Other,374219.34
British Columbia,2022-12-01,Vapes,8453352.78
Colorado,2022-12-01,Edibles,4582608.30
Alaska,2022-12-01,Flower,7150702.94
New Hampshire,2022-12-01,Vapes,280362.14
Pennsylvania,2022-12-01,Flower,44745899.27
Newfoundland and Labrador,2022-12-01,Concentrates,260995.15
Massachusetts,2022-12-01,Other,6320797.01
Alaska,2022-12-01,Pre-Rolls,2859027.55
Northern Mariana Islands,2022-12-01,Other,0.00
British Columbia,2022-12-01,Concentrates,2418301.98
Nunavut,2022-12-01,Other,32086.27
New Hampshire,2022-12-01,Edibles,239174.00
Missouri,2022-12-01,Flower,21329090.08
Michigan,2022-12-01,Flower,109730129.53
Arizona,2022-12-01,Vapes,30579601.67
Montana,2022-12-01,Pre-Rolls,2042548.11
Ohio,2022-12-01,Vapes,11239727.15
Puerto Rico,2022-12-01,Flower,13020611.21
Puerto Rico,2022-12-01,Edibles,1086856.63
New Brunswick,2022-12-01,Vapes,500733.43
Texas,2022-12-01,Edibles,79901.98
West Virginia,2022-12-01,Concentrates,320293.71
New Jersey,2022-12-01,Concentrates,899808.02
Connecticut,2022-12-01,Edibles,1402678.70
California,2022-12-01,Vapes,108023005.00
New York,2022-12-01,Flower,8850503.31
Nova Scotia,2022-12-01,Concentrates,947528.99
Northern Mariana Islands,2022-12-01,Flower,0.00
New York,2022-12-01,Vapes,9129678.48
Alberta,2022-12-01,Edibles,3354612.64
Hawaii,2022-12-01,Flower,1059759.31
New Brunswick,2022-12-01,Other,57684.77
Texas,2022-12-01,Vapes,268701.86
South Dakota,2022-12-01,Edibles,242375.14
Manitoba,2022-12-01,Edibles,622935.70
Hawaii,2022-12-01,Other,295333.13
Minnesota,2022-12-01,Edibles,135146.02
Alberta,2022-12-01,Vapes,10232185.06
Michigan,2022-12-01,Other,2690135.56
Hawaii,2022-12-01,Concentrates,506973.96
Minnesota,2022-12-01,Pre-Rolls,356685.75
Rhode Island,2022-12-01,Flower,1914658.82
New Brunswick,2022-12-01,Pre-Rolls,620451.39
Newfoundland and Labrador,2022-12-01,Edibles,174617.17
Maryland,2022-12-01,Concentrates,2922203.20
Puerto Rico,2022-12-01,Other,438920.10
Connecticut,2022-12-01,Pre-Rolls,1598460.88
Ontario,2022-12-01,Flower,70337192.13
Pennsylvania,2022-12-01,Pre-Rolls,7883.41
New Brunswick,2022-12-01,Edibles,260708.25
New York,2022-12-01,Other,1774994.97
District of Columbia,2022-12-01,Pre-Rolls,267215.26
New Hampshire,2022-12-01,Concentrates,95624.27
Delaware,2022-12-01,Other,268996.03
Arizona,2022-12-01,Pre-Rolls,21446458.83
Washington,2022-12-01,Vapes,17748819.12
Missouri,2022-12-01,Vapes,7407873.47
North Dakota,2022-12-01,Edibles,117.44
Texas,2022-12-01,Pre-Rolls,62903.89
Massachusetts,2022-12-01,Concentrates,6437238.21
Illinois,2022-12-01,Concentrates,8198715.35
Virginia,2022-12-01,Edibles,986924.02
Rhode Island,2022-12-01,Vapes,350095.53
Vermont,2022-12-01,Edibles,991269.28
Mississippi,2022-12-01,Concentrates,0.00
Missouri,2022-12-01,Other,546556.17
Delaware,2022-12-01,Vapes,884361.26
South Dakota,2022-12-01,Other,65480.68
Michigan,2022-12-01,Pre-Rolls,27196942.58
Maine,2022-12-01,Concentrates,1491808.63
Montana,2022-12-01,Vapes,5404508.72
New Mexico,2022-12-01,Flower,18411364.96
British Columbia,2022-12-01,Flower,16464187.61
Florida,2022-12-01,Edibles,20253077.40
Florida,2022-12-01,Flower,66505778.49
Pennsylvania,2022-12-01,Concentrates,10395317.02
Arizona,2022-12-01,Other,1914013.86
Oklahoma,2022-12-01,Vapes,26654463.89
New Mexico,2022-12-01,Other,1454583.18
Northern Mariana Islands,2022-12-01,Vapes,0.00
North Dakota,2022-12-01,Concentrates,153091.09
Louisiana,2022-12-01,Flower,860690.75
New Jersey,2022-12-01,Vapes,14132189.96
Maryland,2022-12-01,Pre-Rolls,2690184.48
California,2022-12-01,Flower,136241096.45
Illinois,2022-12-01,Pre-Rolls,9893553.02
Saskatchewan,2022-12-01,Concentrates,246660.03
Connecticut,2022-12-01,Other,1519707.31
Arizona,2022-12-01,Edibles,10340015.04
Michigan,2022-12-01,Concentrates,14023540.24
Arkansas,2022-12-01,Flower,12523237.51
Illinois,2022-12-01,Other,3383915.37
Utah,2022-12-01,Flower,2555279.00
Texas,2022-12-01,Other,242206.59
Hawaii,2022-12-01,Edibles,381061.92
Colorado,2022-12-01,Other,11686289.90
Newfoundland and Labrador,2022-12-01,Pre-Rolls,482243.99
Illinois,2022-12-01,Vapes,40683843.36
New Hampshire,2022-12-01,Other,117751.91
South Dakota,2022-12-01,Concentrates,140348.41
Louisiana,2022-12-01,Other,202650.61
Virginia,2022-12-01,Flower,4232285.36
Mississippi,2022-12-01,Flower,2106494.44
Puerto Rico,2022-12-01,Vapes,1109221.84
South Dakota,2022-12-01,Vapes,923769.04
Maine,2022-12-01,Flower,11492887.71
British Columbia,2022-12-01,Pre-Rolls,13262124.83
Massachusetts,2022-12-01,Vapes,34705633.81
