STATE,SALES_MONTH,COUNT(DISTINCT( MASTER_ID))
Massachusetts,2024-02-01,369
Washington,2024-02-01,470
Maryland,2024-02-01,100
Alberta,2024-02-01,735
Connecticut,2024-02-01,39
Puerto Rico,2024-02-01,298
Nunavut,2024-02-01,2
Utah,2024-02-01,18
Louisiana,2024-02-01,16
New Brunswick,2024-02-01,35
British Columbia,2024-02-01,431
California,2024-02-01,1505
Iowa,2024-02-01,5
Ohio,2024-02-01,124
Michigan,2024-02-01,778
Missouri,2024-02-01,207
Illinois,2024-02-01,188
Oklahoma,2024-02-01,1443
Alberta,2024-03-01,773
Pennsylvania,2024-03-01,187
Manitoba,2024-03-01,105
Florida,2024-03-01,646
South Carolina,2024-03-01,1
Minnesota,2024-03-01,16
Nova Scotia,2024-03-01,72
Oklahoma,2024-03-01,1402
Connecticut,2024-03-01,38
Saskatchewan,2024-03-01,105
Massachusetts,2024-03-01,373
Yukon,2024-03-01,6
North Dakota,2024-03-01,8
Iowa,2024-03-01,5
Rhode Island,2024-03-01,7
Newfoundland and Labrador,2024-03-01,41
Montana,2024-03-01,392
Arkansas,2024-03-01,40
Ontario,2024-03-01,1636
Virginia,2024-03-01,22
Maryland,2024-03-01,100
Utah,2024-03-01,18
New Brunswick,2024-03-01,35
California,2024-03-01,1497
District of Columbia,2024-03-01,23
Arizona,2024-03-01,181
Alaska,2024-03-01,169
Maine,2024-03-01,228
Ohio,2024-03-01,124
New Mexico,2024-03-01,591
West Virginia,2024-03-01,62
British Columbia,2024-03-01,433
Washington,2024-03-01,469
Louisiana,2024-03-01,16
Vermont,2024-03-01,83
Michigan,2024-03-01,783
Colorado,2024-03-01,729
Nevada,2024-03-01,116
New Jersey,2024-03-01,126
South Dakota,2024-03-01,67
Texas,2024-03-01,5
Missouri,2024-03-01,206
New York,2024-03-01,197
Oregon,2024-03-01,716
Puerto Rico,2024-03-01,286
Hawaii,2024-03-01,22
Georgia,2024-03-01,10
Delaware,2024-03-01,12
Nunavut,2024-03-01,2
Illinois,2024-03-01,193
Mississippi,2024-03-01,151
New Hampshire,2024-03-01,7
Illinois,2024-04-01,199
Minnesota,2024-04-01,16
Colorado,2024-04-01,729
Connecticut,2024-04-01,42
Iowa,2024-04-01,5
Hawaii,2024-04-01,22
South Carolina,2024-04-01,1
Michigan,2024-04-01,797
Mississippi,2024-04-01,154
Virginia,2024-04-01,22
West Virginia,2024-04-01,62
North Dakota,2024-04-01,8
Pennsylvania,2024-04-01,187
Massachusetts,2024-04-01,377
North Carolina,2024-04-01,1
Vermont,2024-04-01,82
Newfoundland and Labrador,2024-04-01,41
Oklahoma,2024-04-01,1329
California,2024-04-01,1502
New Hampshire,2024-04-01,7
New York,2024-04-01,218
Louisiana,2024-04-01,17
Arkansas,2024-04-01,40
British Columbia,2024-04-01,417
Nova Scotia,2024-04-01,72
Manitoba,2024-04-01,105
Ontario,2024-04-01,1648
Delaware,2024-04-01,12
Missouri,2024-04-01,206
Rhode Island,2024-04-01,7
Arizona,2024-04-01,181
Texas,2024-04-01,5
Puerto Rico,2024-04-01,286
New Mexico,2024-04-01,590
New Jersey,2024-04-01,137
Washington,2024-04-01,470
Florida,2024-04-01,664
Montana,2024-04-01,395
Yukon,2024-04-01,6
Oregon,2024-04-01,717
Alberta,2024-04-01,747
Alaska,2024-04-01,171
District of Columbia,2024-04-01,25
New Brunswick,2024-04-01,36
Saskatchewan,2024-04-01,100
Nevada,2024-04-01,116
South Dakota,2024-04-01,67
Nunavut,2024-04-01,2
Utah,2024-04-01,18
Maine,2024-04-01,229
Georgia,2024-04-01,10
Ohio,2024-04-01,126
Maryland,2024-04-01,101
Hawaii,2024-05-01,23
British Columbia,2024-05-01,419
Nova Scotia,2024-05-01,72
North Dakota,2024-05-01,8
New York,2024-05-01,234
Michigan,2024-05-01,809
North Carolina,2024-05-01,1
Maryland,2024-05-01,101
District of Columbia,2024-05-01,25
Louisiana,2024-05-01,18
Nevada,2024-05-01,116
New Mexico,2024-05-01,598
Rhode Island,2024-05-01,7
Nunavut,2024-05-01,2
New Brunswick,2024-05-01,37
Arizona,2024-05-01,181
Yukon,2024-05-01,6
Missouri,2024-05-01,205
Vermont,2024-05-01,82
Minnesota,2024-05-01,16
Texas,2024-05-01,5
South Carolina,2024-05-01,1
Puerto Rico,2024-05-01,293
Oregon,2024-05-01,714
Pennsylvania,2024-05-01,187
Ontario,2024-05-01,1657
Mississippi,2024-05-01,159
Illinois,2024-05-01,206
Oklahoma,2024-05-01,1316
West Virginia,2024-05-01,62
Connecticut,2024-05-01,43
Iowa,2024-05-01,5
New Hampshire,2024-05-01,7
New Jersey,2024-05-01,142
Virginia,2024-05-01,22
Manitoba,2024-05-01,105
South Dakota,2024-05-01,67
Washington,2024-05-01,470
Alaska,2024-05-01,176
Montana,2024-05-01,393
Alberta,2024-05-01,746
Ohio,2024-05-01,127
Delaware,2024-05-01,12
Colorado,2024-05-01,726
Massachusetts,2024-05-01,383
Newfoundland and Labrador,2024-05-01,41
Georgia,2024-05-01,10
Utah,2024-05-01,18
Florida,2024-05-01,672
Maine,2024-05-01,226
California,2024-05-01,1511
Arkansas,2024-05-01,41
Saskatchewan,2024-05-01,100
Connecticut,2024-06-01,44
Arizona,2024-06-01,180
Nunavut,2024-06-01,2
Virginia,2024-06-01,23
Ohio,2024-06-01,130
Ontario,2024-06-01,1669
Iowa,2024-06-01,5
Montana,2024-06-01,386
Illinois,2024-06-01,213
Mississippi,2024-06-01,160
New Jersey,2024-06-01,157
Georgia,2024-06-01,10
Maryland,2024-06-01,101
Texas,2024-06-01,5
Hawaii,2024-06-01,23
Saskatchewan,2024-06-01,100
Delaware,2024-06-01,12
Nevada,2024-06-01,116
Michigan,2024-06-01,810
Alberta,2024-06-01,746
Newfoundland and Labrador,2024-06-01,41
South Carolina,2024-06-01,1
Pennsylvania,2024-06-01,185
Rhode Island,2024-06-01,7
California,2024-06-01,1512
North Dakota,2024-06-01,8
Puerto Rico,2024-06-01,291
Minnesota,2024-06-01,17
Florida,2024-06-01,680
British Columbia,2024-06-01,418
Louisiana,2024-06-01,18
Vermont,2024-06-01,84
Washington,2024-06-01,470
Massachusetts,2024-06-01,383
South Dakota,2024-06-01,67
North Carolina,2024-06-01,1
Colorado,2024-06-01,724
District of Columbia,2024-06-01,24
Alaska,2024-06-01,179
Maine,2024-06-01,230
Arkansas,2024-06-01,41
Utah,2024-06-01,18
Yukon,2024-06-01,6
New Hampshire,2024-06-01,7
New Brunswick,2024-06-01,37
Manitoba,2024-06-01,105
West Virginia,2024-06-01,64
Nova Scotia,2024-06-01,73
Oklahoma,2024-06-01,1307
Missouri,2024-06-01,206
Oregon,2024-06-01,709
New York,2024-06-01,242
New Mexico,2024-06-01,602
New York,2024-07-01,259
Massachusetts,2024-07-01,391
Florida,2024-07-01,687
Georgia,2024-07-01,11
Colorado,2024-07-01,718
Oklahoma,2024-07-01,1283
Ontario,2024-07-01,1663
Michigan,2024-07-01,814
Maine,2024-07-01,232
North Dakota,2024-07-01,8
New Jersey,2024-07-01,165
Pennsylvania,2024-07-01,186
Arizona,2024-07-01,180
Texas,2024-07-01,5
British Columbia,2024-07-01,427
North Carolina,2024-07-01,1
Oregon,2024-07-01,714
Missouri,2024-07-01,207
Delaware,2024-07-01,12
Alberta,2024-07-01,743
District of Columbia,2024-07-01,24
South Dakota,2024-07-01,68
Ohio,2024-07-01,130
New Hampshire,2024-07-01,7
Connecticut,2024-07-01,45
Saskatchewan,2024-07-01,101
Hawaii,2024-07-01,23
Louisiana,2024-07-01,19
Montana,2024-07-01,391
West Virginia,2024-07-01,64
Nunavut,2024-07-01,2
Minnesota,2024-07-01,17
California,2024-07-01,1505
Alaska,2024-07-01,179
Yukon,2024-07-01,6
Illinois,2024-07-01,220
Puerto Rico,2024-07-01,290
Utah,2024-07-01,18
Arkansas,2024-07-01,41
Maryland,2024-07-01,101
New Brunswick,2024-07-01,38
New Mexico,2024-07-01,602
Virginia,2024-07-01,23
Washington,2024-07-01,469
Mississippi,2024-07-01,160
Newfoundland and Labrador,2024-07-01,41
Nova Scotia,2024-07-01,73
Nevada,2024-07-01,116
Vermont,2024-07-01,86
Rhode Island,2024-07-01,7
Manitoba,2024-07-01,106
Iowa,2024-07-01,5
Alberta,2024-08-01,743
Ohio,2024-08-01,129
Connecticut,2024-08-01,47
Oregon,2024-08-01,715
Mississippi,2024-08-01,162
Michigan,2024-08-01,821
Rhode Island,2024-08-01,7
Yukon,2024-08-01,6
New York,2024-08-01,271
North Carolina,2024-08-01,1
Delaware,2024-08-01,13
Pennsylvania,2024-08-01,187
California,2024-08-01,1486
South Dakota,2024-08-01,67
New Hampshire,2024-08-01,7
Manitoba,2024-08-01,109
Missouri,2024-08-01,206
Louisiana,2024-08-01,19
Texas,2024-08-01,5
Nunavut,2024-08-01,2
Hawaii,2024-08-01,23
British Columbia,2024-08-01,429
Saskatchewan,2024-08-01,100
Arizona,2024-08-01,178
Florida,2024-08-01,696
Georgia,2024-08-01,13
Washington,2024-08-01,475
New Mexico,2024-08-01,606
Arkansas,2024-08-01,41
Utah,2024-08-01,18
New Jersey,2024-08-01,177
North Dakota,2024-08-01,8
Puerto Rico,2024-08-01,292
Nevada,2024-08-01,116
Iowa,2024-08-01,5
Nova Scotia,2024-08-01,75
Alaska,2024-08-01,180
Massachusetts,2024-08-01,394
Illinois,2024-08-01,221
District of Columbia,2024-08-01,25
Maine,2024-08-01,233
Colorado,2024-08-01,710
West Virginia,2024-08-01,63
Maryland,2024-08-01,101
Minnesota,2024-08-01,17
New Brunswick,2024-08-01,40
Oklahoma,2024-08-01,1276
Virginia,2024-08-01,23
Newfoundland and Labrador,2024-08-01,41
Vermont,2024-08-01,89
Ontario,2024-08-01,1669
Montana,2024-08-01,396
Alberta,2024-09-01,733
New York,2024-09-01,292
Utah,2024-09-01,18
Georgia,2024-09-01,13
New Mexico,2024-09-01,599
New Brunswick,2024-09-01,40
Louisiana,2024-09-01,21
Delaware,2024-09-01,13
Newfoundland and Labrador,2024-09-01,41
Maine,2024-09-01,233
British Columbia,2024-09-01,429
New Jersey,2024-09-01,190
South Dakota,2024-09-01,67
New Hampshire,2024-09-01,7
California,2024-09-01,1485
Illinois,2024-09-01,229
Manitoba,2024-09-01,109
Texas,2024-09-01,5
Massachusetts,2024-09-01,393
Washington,2024-09-01,472
Puerto Rico,2024-09-01,289
Saskatchewan,2024-09-01,100
Nunavut,2024-09-01,2
Maryland,2024-09-01,101
Colorado,2024-09-01,709
Ontario,2024-09-01,1667
Arkansas,2024-09-01,41
Alaska,2024-09-01,180
Nevada,2024-09-01,116
North Dakota,2024-09-01,8
Oregon,2024-09-01,710
Montana,2024-09-01,396
North Carolina,2024-09-01,1
Ohio,2024-09-01,129
Mississippi,2024-09-01,163
Pennsylvania,2024-09-01,188
Hawaii,2024-09-01,23
Virginia,2024-09-01,23
Missouri,2024-09-01,207
Michigan,2024-09-01,824
Connecticut,2024-09-01,50
Oklahoma,2024-09-01,1261
Nova Scotia,2024-09-01,75
Vermont,2024-09-01,89
Iowa,2024-09-01,5
Yukon,2024-09-01,6
District of Columbia,2024-09-01,27
West Virginia,2024-09-01,61
Arizona,2024-09-01,177
Rhode Island,2024-09-01,7
Minnesota,2024-09-01,17
Florida,2024-09-01,707
Arizona,2024-10-01,177
Manitoba,2024-10-01,110
North Carolina,2024-10-01,1
Montana,2024-10-01,391
California,2024-10-01,1482
Hawaii,2024-10-01,24
Connecticut,2024-10-01,53
Iowa,2024-10-01,5
South Dakota,2024-10-01,68
Mississippi,2024-10-01,165
Vermont,2024-10-01,90
Nunavut,2024-10-01,2
Pennsylvania,2024-10-01,186
Rhode Island,2024-10-01,7
Oregon,2024-10-01,707
Illinois,2024-10-01,233
District of Columbia,2024-10-01,28
Nevada,2024-10-01,116
Washington,2024-10-01,471
Florida,2024-10-01,718
Texas,2024-10-01,5
New Mexico,2024-10-01,590
Alaska,2024-10-01,182
Colorado,2024-10-01,703
Minnesota,2024-10-01,17
Massachusetts,2024-10-01,394
Ohio,2024-10-01,129
Saskatchewan,2024-10-01,100
British Columbia,2024-10-01,426
Nova Scotia,2024-10-01,75
Missouri,2024-10-01,209
Delaware,2024-10-01,13
Michigan,2024-10-01,825
Newfoundland and Labrador,2024-10-01,42
New Brunswick,2024-10-01,40
Utah,2024-10-01,18
New York,2024-10-01,308
Virginia,2024-10-01,23
New Hampshire,2024-10-01,7
New Jersey,2024-10-01,200
Maryland,2024-10-01,101
Maine,2024-10-01,230
Louisiana,2024-10-01,21
Ontario,2024-10-01,1669
Puerto Rico,2024-10-01,289
Oklahoma,2024-10-01,1242
Yukon,2024-10-01,6
Alberta,2024-10-01,731
West Virginia,2024-10-01,60
Arkansas,2024-10-01,41
Georgia,2024-10-01,13
North Dakota,2024-10-01,8
Louisiana,2024-11-01,22
Florida,2024-11-01,720
Newfoundland and Labrador,2024-11-01,42
Manitoba,2024-11-01,110
North Carolina,2024-11-01,1
Oklahoma,2024-11-01,1230
Missouri,2024-11-01,208
Maryland,2024-11-01,99
Hawaii,2024-11-01,24
New Brunswick,2024-11-01,40
Ontario,2024-11-01,1609
South Dakota,2024-11-01,70
Virginia,2024-11-01,23
Ohio,2024-11-01,130
British Columbia,2024-11-01,427
Colorado,2024-11-01,700
Michigan,2024-11-01,830
North Dakota,2024-11-01,8
Rhode Island,2024-11-01,7
California,2024-11-01,1476
Nunavut,2024-11-01,2
Washington,2024-11-01,475
Nevada,2024-11-01,116
New York,2024-11-01,340
Arizona,2024-11-01,177
Alberta,2024-11-01,732
Yukon,2024-11-01,6
Vermont,2024-11-01,94
Montana,2024-11-01,394
Utah,2024-11-01,18
Delaware,2024-11-01,13
Puerto Rico,2024-11-01,291
Massachusetts,2024-11-01,395
Maine,2024-11-01,232
Nova Scotia,2024-11-01,75
New Mexico,2024-11-01,580
Oregon,2024-11-01,710
District of Columbia,2024-11-01,31
Saskatchewan,2024-11-01,101
Illinois,2024-11-01,238
Mississippi,2024-11-01,166
Texas,2024-11-01,5
Alaska,2024-11-01,183
Connecticut,2024-11-01,55
Arkansas,2024-11-01,41
New Hampshire,2024-11-01,7
Georgia,2024-11-01,14
West Virginia,2024-11-01,60
Minnesota,2024-11-01,17
Iowa,2024-11-01,5
Pennsylvania,2024-11-01,186
New Jersey,2024-11-01,206
South Dakota,2024-12-01,68
Yukon,2024-12-01,6
Nunavut,2024-12-01,2
Arizona,2024-12-01,177
California,2024-12-01,1481
Vermont,2024-12-01,95
Puerto Rico,2024-12-01,290
Louisiana,2024-12-01,23
Iowa,2024-12-01,5
Florida,2024-12-01,724
Colorado,2024-12-01,700
British Columbia,2024-12-01,430
Oregon,2024-12-01,708
New Hampshire,2024-12-01,7
North Carolina,2024-12-01,1
Arkansas,2024-12-01,41
Pennsylvania,2024-12-01,187
Maryland,2024-12-01,99
Virginia,2024-12-01,23
Missouri,2024-12-01,215
Georgia,2024-12-01,14
West Virginia,2024-12-01,60
Utah,2024-12-01,18
New York,2024-12-01,357
Mississippi,2024-12-01,168
Hawaii,2024-12-01,24
Ohio,2024-12-01,130
Maine,2024-12-01,232
Connecticut,2024-12-01,56
Nevada,2024-12-01,116
Minnesota,2024-12-01,17
Manitoba,2024-12-01,110
Alaska,2024-12-01,183
Michigan,2024-12-01,834
Alberta,2024-12-01,732
Saskatchewan,2024-12-01,101
Delaware,2024-12-01,13
Illinois,2024-12-01,241
Massachusetts,2024-12-01,399
Montana,2024-12-01,395
Nova Scotia,2024-12-01,75
Rhode Island,2024-12-01,7
Oklahoma,2024-12-01,1198
District of Columbia,2024-12-01,35
New Mexico,2024-12-01,576
Texas,2024-12-01,5
North Dakota,2024-12-01,8
Washington,2024-12-01,472
New Jersey,2024-12-01,216
New Brunswick,2024-12-01,40
Newfoundland and Labrador,2024-12-01,42
Ontario,2024-12-01,1617
Virginia,2025-01-01,23
West Virginia,2025-01-01,60
Ohio,2025-01-01,135
Maryland,2025-01-01,99
New Mexico,2025-01-01,581
New Brunswick,2025-01-01,40
Arizona,2025-01-01,174
North Dakota,2025-01-01,8
Minnesota,2025-01-01,17
New Hampshire,2025-01-01,7
Vermont,2025-01-01,97
Hawaii,2025-01-01,25
Manitoba,2025-01-01,112
Connecticut,2025-01-01,59
Illinois,2025-01-01,242
New York,2025-01-01,387
Rhode Island,2025-01-01,7
Washington,2025-01-01,473
Iowa,2025-01-01,5
Colorado,2025-01-01,702
Missouri,2025-01-01,215
South Dakota,2025-01-01,68
Arkansas,2025-01-01,41
Saskatchewan,2025-01-01,101
Texas,2025-01-01,5
Yukon,2025-01-01,6
Delaware,2025-01-01,13
Massachusetts,2025-01-01,401
Louisiana,2025-01-01,25
British Columbia,2025-01-01,428
New Jersey,2025-01-01,225
Newfoundland and Labrador,2025-01-01,42
Montana,2025-01-01,404
Nevada,2025-01-01,116
Oregon,2025-01-01,706
Mississippi,2025-01-01,170
Alaska,2025-01-01,184
California,2025-01-01,1482
Georgia,2025-01-01,14
Pennsylvania,2025-01-01,188
Puerto Rico,2025-01-01,293
Utah,2025-01-01,18
North Carolina,2025-01-01,1
Maine,2025-01-01,232
Nunavut,2025-01-01,2
Michigan,2025-01-01,836
District of Columbia,2025-01-01,40
Ontario,2025-01-01,1622
Oklahoma,2025-01-01,1190
Nova Scotia,2025-01-01,75
Florida,2025-01-01,727
Alberta,2025-01-01,732
Washington,2025-02-01,472
British Columbia,2025-02-01,432
Rhode Island,2025-02-01,7
Montana,2025-02-01,407
Texas,2025-02-01,5
Massachusetts,2025-02-01,402
Nova Scotia,2025-02-01,75
California,2025-02-01,1494
Virginia,2025-02-01,23
Maryland,2025-02-01,101
Hawaii,2025-02-01,25
Manitoba,2025-02-01,112
New York,2025-02-01,411
Connecticut,2025-02-01,60
New Brunswick,2025-02-01,41
Puerto Rico,2025-02-01,297
North Carolina,2025-02-01,1
Alaska,2025-02-01,186
Colorado,2025-02-01,692
Mississippi,2025-02-01,171
Louisiana,2025-02-01,26
Michigan,2025-02-01,839
Georgia,2025-02-01,14
Ohio,2025-02-01,139
Illinois,2025-02-01,245
Vermont,2025-02-01,98
Alberta,2025-02-01,732
Florida,2025-02-01,724
Nunavut,2025-02-01,2
North Dakota,2025-02-01,8
Oklahoma,2025-02-01,1184
New Hampshire,2025-02-01,7
South Dakota,2025-02-01,66
Newfoundland and Labrador,2025-02-01,43
Pennsylvania,2025-02-01,189
West Virginia,2025-02-01,61
Delaware,2025-02-01,13
New Mexico,2025-02-01,577
Arkansas,2025-02-01,41
Saskatchewan,2025-02-01,101
Arizona,2025-02-01,174
Minnesota,2025-02-01,17
Ontario,2025-02-01,1623
Utah,2025-02-01,18
Maine,2025-02-01,231
Missouri,2025-02-01,215
Iowa,2025-02-01,5
Oregon,2025-02-01,705
District of Columbia,2025-02-01,43
Yukon,2025-02-01,6
New Jersey,2025-02-01,232
Nevada,2025-02-01,116
Connecticut,2025-03-01,60
Massachusetts,2025-03-01,405
New Brunswick,2025-03-01,41
Virginia,2025-03-01,23
North Carolina,2025-03-01,1
Pennsylvania,2025-03-01,190
Delaware,2025-03-01,13
Yukon,2025-03-01,6
Arizona,2025-03-01,175
British Columbia,2025-03-01,433
Puerto Rico,2025-03-01,280
Rhode Island,2025-03-01,7
Michigan,2025-03-01,837
Oregon,2025-03-01,700
Colorado,2025-03-01,688
New York,2025-03-01,435
Utah,2025-03-01,18
Nova Scotia,2025-03-01,76
South Dakota,2025-03-01,64
Mississippi,2025-03-01,167
North Dakota,2025-03-01,8
California,2025-03-01,1496
Oklahoma,2025-03-01,1134
New Hampshire,2025-03-01,7
District of Columbia,2025-03-01,51
Arkansas,2025-03-01,40
Ontario,2025-03-01,1630
Washington,2025-03-01,469
Louisiana,2025-03-01,26
Nevada,2025-03-01,116
Iowa,2025-03-01,5
Illinois,2025-03-01,249
Georgia,2025-03-01,14
Vermont,2025-03-01,100
New Jersey,2025-03-01,239
Texas,2025-03-01,11
Minnesota,2025-03-01,17
Montana,2025-03-01,408
Saskatchewan,2025-03-01,101
Alberta,2025-03-01,763
Alaska,2025-03-01,184
Missouri,2025-03-01,214
Maryland,2025-03-01,101
Hawaii,2025-03-01,25
New Mexico,2025-03-01,576
West Virginia,2025-03-01,61
Florida,2025-03-01,727
Ohio,2025-03-01,139
Maine,2025-03-01,232
Nunavut,2025-03-01,2
Newfoundland and Labrador,2025-03-01,43
Manitoba,2025-03-01,112
Alaska,2025-04-01,186
Oklahoma,2025-04-01,1131
Nova Scotia,2025-04-01,76
Arizona,2025-04-01,176
Texas,2025-04-01,11
Nevada,2025-04-01,117
Connecticut,2025-04-01,61
Puerto Rico,2025-04-01,280
New Jersey,2025-04-01,249
North Dakota,2025-04-01,8
British Columbia,2025-04-01,427
District of Columbia,2025-04-01,61
Maine,2025-04-01,235
Vermont,2025-04-01,103
Colorado,2025-04-01,681
Saskatchewan,2025-04-01,98
Yukon,2025-04-01,6
New Hampshire,2025-04-01,7
Iowa,2025-04-01,5
Oregon,2025-04-01,696
Newfoundland and Labrador,2025-04-01,44
Florida,2025-04-01,729
Louisiana,2025-04-01,25
Michigan,2025-04-01,839
Montana,2025-04-01,407
Pennsylvania,2025-04-01,192
Washington,2025-04-01,470
Delaware,2025-04-01,13
Ontario,2025-04-01,1630
California,2025-04-01,1495
New Mexico,2025-04-01,576
Georgia,2025-04-01,15
Utah,2025-04-01,18
North Carolina,2025-04-01,1
Alberta,2025-04-01,750
Maryland,2025-04-01,103
Mississippi,2025-04-01,167
Ohio,2025-04-01,146
South Dakota,2025-04-01,64
Hawaii,2025-04-01,26
Virginia,2025-04-01,23
Massachusetts,2025-04-01,409
New York,2025-04-01,469
West Virginia,2025-04-01,63
Minnesota,2025-04-01,17
Arkansas,2025-04-01,40
Manitoba,2025-04-01,114
Missouri,2025-04-01,215
New Brunswick,2025-04-01,42
Nunavut,2025-04-01,2
Illinois,2025-04-01,249
Rhode Island,2025-04-01,7
Manitoba,2025-05-01,114
Ontario,2025-05-01,1633
Utah,2025-05-01,18
Delaware,2025-05-01,13
Oregon,2025-05-01,696
Michigan,2025-05-01,842
California,2025-05-01,1497
North Carolina,2025-05-01,1
New Hampshire,2025-05-01,7
Saskatchewan,2025-05-01,98
Connecticut,2025-05-01,67
Louisiana,2025-05-01,25
New Jersey,2025-05-01,253
Maryland,2025-05-01,103
Washington,2025-05-01,470
South Dakota,2025-05-01,65
Yukon,2025-05-01,6
Texas,2025-05-01,11
Arizona,2025-05-01,176
Arkansas,2025-05-01,40
Massachusetts,2025-05-01,410
Nevada,2025-05-01,117
Missouri,2025-05-01,216
Vermont,2025-05-01,103
Rhode Island,2025-05-01,7
Newfoundland and Labrador,2025-05-01,44
Hawaii,2025-05-01,25
West Virginia,2025-05-01,63
New Mexico,2025-05-01,574
North Dakota,2025-05-01,8
Iowa,2025-05-01,5
British Columbia,2025-05-01,428
Puerto Rico,2025-05-01,279
Virginia,2025-05-01,23
New York,2025-05-01,490
New Brunswick,2025-05-01,42
District of Columbia,2025-05-01,63
Ohio,2025-05-01,149
Pennsylvania,2025-05-01,192
Alberta,2025-05-01,747
Colorado,2025-05-01,679
Alaska,2025-05-01,188
Georgia,2025-05-01,16
Mississippi,2025-05-01,169
Florida,2025-05-01,734
Nova Scotia,2025-05-01,76
Minnesota,2025-05-01,20
Maine,2025-05-01,232
Illinois,2025-05-01,252
Nunavut,2025-05-01,2
Oklahoma,2025-05-01,1120
Montana,2025-05-01,420
Louisiana,2025-06-01,25
North Carolina,2025-06-01,1
Texas,2025-06-01,11
Rhode Island,2025-06-01,7
Massachusetts,2025-06-01,412
Florida,2025-06-01,736
Nevada,2025-06-01,116
Oregon,2025-06-01,694
Iowa,2025-06-01,5
Nunavut,2025-06-01,2
Nova Scotia,2025-06-01,76
Utah,2025-06-01,18
California,2025-06-01,1484
Colorado,2025-06-01,675
New York,2025-06-01,497
Georgia,2025-06-01,16
District of Columbia,2025-06-01,67
Mississippi,2025-06-01,170
Alberta,2025-06-01,748
Arkansas,2025-06-01,40
Oklahoma,2025-06-01,1106
Montana,2025-06-01,418
South Dakota,2025-06-01,66
North Dakota,2025-06-01,8
Ontario,2025-06-01,1646
Missouri,2025-06-01,220
Delaware,2025-06-01,13
Arizona,2025-06-01,177
Maine,2025-06-01,233
Newfoundland and Labrador,2025-06-01,44
Ohio,2025-06-01,154
Illinois,2025-06-01,256
Connecticut,2025-06-01,69
Minnesota,2025-06-01,21
New Jersey,2025-06-01,263
Pennsylvania,2025-06-01,192
Virginia,2025-06-01,23
British Columbia,2025-06-01,433
Yukon,2025-06-01,6
West Virginia,2025-06-01,63
Vermont,2025-06-01,104
Maryland,2025-06-01,104
New Hampshire,2025-06-01,7
Hawaii,2025-06-01,25
Washington,2025-06-01,469
New Mexico,2025-06-01,583
Puerto Rico,2025-06-01,276
Saskatchewan,2025-06-01,98
Manitoba,2025-06-01,114
Michigan,2025-06-01,829
Alaska,2025-06-01,188
New Brunswick,2025-06-01,42
Mississippi,2025-07-01,175
Nevada,2025-07-01,117
Delaware,2025-07-01,13
Arizona,2025-07-01,176
New Mexico,2025-07-01,572
Oklahoma,2025-07-01,1096
British Columbia,2025-07-01,431
Hawaii,2025-07-01,25
Utah,2025-07-01,18
Nova Scotia,2025-07-01,76
Nunavut,2025-07-01,2
Puerto Rico,2025-07-01,273
North Dakota,2025-07-01,8
Maine,2025-07-01,233
New Brunswick,2025-07-01,43
Pennsylvania,2025-07-01,192
New Hampshire,2025-07-01,7
Florida,2025-07-01,726
Colorado,2025-07-01,678
Vermont,2025-07-01,104
Alberta,2025-07-01,754
Ontario,2025-07-01,1648
Yukon,2025-07-01,6
Newfoundland and Labrador,2025-07-01,44
Ohio,2025-07-01,162
Alaska,2025-07-01,189
District of Columbia,2025-07-01,68
Oregon,2025-07-01,698
Michigan,2025-07-01,829
Massachusetts,2025-07-01,416
New Jersey,2025-07-01,270
Saskatchewan,2025-07-01,97
Minnesota,2025-07-01,23
Arkansas,2025-07-01,40
Louisiana,2025-07-01,25
North Carolina,2025-07-01,1
Montana,2025-07-01,422
West Virginia,2025-07-01,62
California,2025-07-01,1473
Maryland,2025-07-01,104
Manitoba,2025-07-01,115
New York,2025-07-01,519
Rhode Island,2025-07-01,7
Missouri,2025-07-01,220
Iowa,2025-07-01,5
Washington,2025-07-01,472
Virginia,2025-07-01,23
South Dakota,2025-07-01,67
Georgia,2025-07-01,16
Illinois,2025-07-01,258
Texas,2025-07-01,11
Connecticut,2025-07-01,69
Utah,2025-08-01,18
Oregon,2025-08-01,699
Alaska,2025-08-01,188
Oklahoma,2025-08-01,1078
New Mexico,2025-08-01,574
Minnesota,2025-08-01,24
New Jersey,2025-08-01,273
Newfoundland and Labrador,2025-08-01,44
Maine,2025-08-01,235
Hawaii,2025-08-01,25
New Brunswick,2025-08-01,44
Vermont,2025-08-01,104
Yukon,2025-08-01,5
District of Columbia,2025-08-01,69
Alberta,2025-08-01,756
Michigan,2025-08-01,819
Illinois,2025-08-01,260
Iowa,2025-08-01,5
Puerto Rico,2025-08-01,272
Pennsylvania,2025-08-01,189
Nova Scotia,2025-08-01,76
Manitoba,2025-08-01,115
Washington,2025-08-01,470
New Hampshire,2025-08-01,7
Virginia,2025-08-01,23
Missouri,2025-08-01,221
Mississippi,2025-08-01,176
Rhode Island,2025-08-01,7
Arizona,2025-08-01,176
Delaware,2025-08-01,13
Massachusetts,2025-08-01,418
Ohio,2025-08-01,170
New York,2025-08-01,533
West Virginia,2025-08-01,63
North Carolina,2025-08-01,1
Georgia,2025-08-01,16
Nunavut,2025-08-01,2
Louisiana,2025-08-01,25
Connecticut,2025-08-01,68
California,2025-08-01,1441
Colorado,2025-08-01,670
Saskatchewan,2025-08-01,98
