STATE,SALES_MONTH,TOTAL_DOLLARS
Florida,2025-10-01,171891958.28
Washington,2023-04-01,76996181.73
Oregon,2025-12-01,79202797.74
Alberta,2023-07-01,70584121.93
District of Columbia,2025-11-01,6244529.98
Utah,2025-09-01,14226245.49
Mississippi,2025-02-01,11774213.79
Saskatchewan,2023-09-01,10381326.30
Saskatchewan,2025-07-01,8161553.49
West Virginia,2025-12-01,8014397.21
Saskatchewan,2023-11-01,11028001.31
Saskatchewan,2026-01-01,6775754.49
Louisiana,2023-03-01,4522261.99
District of Columbia,2026-03-01,6915748.42
New Jersey,2025-03-01,97499117.21
Nevada,2025-03-01,67884590.50
West Virginia,2024-04-01,7858161.47
Virginia,2023-08-01,12755688.85
New Hampshire,2023-01-01,880314.04
Hawaii,2025-09-01,2607924.83
Minnesota,2022-11-01,3690122.63
District of Columbia,2025-10-01,6224808.16
District of Columbia,2025-08-01,5876356.39
West Virginia,2024-02-01,7543780.23
Yukon,2023-09-01,1211549.77
Virginia,2024-08-01,16041859.82
North Dakota,2026-02-01,1960994.97
Arkansas,2023-03-01,23502625.85
Virginia,2022-11-01,7662429.26
New Brunswick,2024-08-01,2139786.78
District of Columbia,2025-01-01,4475890.53
Utah,2023-03-01,7187236.95
Texas,2024-10-01,237950.36
New Brunswick,2024-10-01,1718690.88
Hawaii,2025-02-01,2761026.48
Yukon,2025-02-01,507154.00
Delaware,2024-06-01,2465615.19
Georgia,2024-08-01,795825.88
New Hampshire,2025-03-01,830279.81
Rhode Island,2022-10-01,2662421.38
New Hampshire,2022-11-01,922310.69
Iowa,2023-07-01,1193552.81
Nunavut,2024-10-01,1110501.60
South Carolina,2022-09-01,0.00
North Carolina,2025-10-01,5067972.73
South Carolina,2023-03-01,0.00
South Carolina,2023-09-01,0.00
South Carolina,2023-07-01,0.00
Northern Mariana Islands,2023-01-01,0.00
Northern Mariana Islands,2023-12-01,0.00
Florida,2025-11-01,164527277.59
Missouri,2024-11-01,129348409.62
Washington,2025-06-01,88165620.65
Washington,2026-03-01,92634440.05
Illinois,2024-08-01,138432697.54
Pennsylvania,2025-05-01,97353239.50
Arizona,2023-10-01,112623844.29
Oklahoma,2024-08-01,151168559.52
Missouri,2026-03-01,131434270.38
Oregon,2025-11-01,76156911.04
Washington,2023-09-01,86084680.81
Washington,2023-03-01,76371364.35
Massachusetts,2023-03-01,151962510.49
British Columbia,2022-12-01,56773231.93
Ontario,2023-03-01,175289094.79
Mississippi,2024-03-01,9948731.10
Ohio,2024-07-01,40747680.88
Saskatchewan,2025-12-01,7912511.27
Massachusetts,2023-10-01,150998477.01
Ontario,2024-11-01,185052582.61
British Columbia,2023-07-01,63172595.26
Nevada,2023-02-01,65295597.16
New York,2024-04-01,56902681.51
Manitoba,2022-10-01,12371957.71
Saskatchewan,2025-06-01,7687272.88
Connecticut,2026-02-01,22577626.21
Maryland,2023-04-01,40227948.48
Nova Scotia,2023-12-01,2275111.13
California,2023-05-01,406476469.62
Missouri,2023-03-01,127326637.32
Puerto Rico,2022-09-01,11222026.65
Illinois,2024-01-01,134481598.69
Arkansas,2025-08-01,24716180.28
Mississippi,2025-12-01,17219430.48
Arkansas,2024-07-01,23048987.59
Connecticut,2023-11-01,25878798.33
Newfoundland and Labrador,2023-06-01,5253762.60
South Dakota,2023-04-01,3323747.79
District of Columbia,2025-02-01,4519646.21
Rhode Island,2025-05-01,8987559.03
Connecticut,2022-09-01,10549810.64
Utah,2022-09-01,6158372.47
Iowa,2026-02-01,1050393.56
Delaware,2023-04-01,3609864.42
Texas,2025-12-01,474798.13
Hawaii,2026-01-01,2896109.49
Georgia,2026-01-01,770000.11
Rhode Island,2024-04-01,7476833.84
North Dakota,2023-10-01,1455294.08
Iowa,2025-04-01,1227610.10
Rhode Island,2025-07-01,8882786.52
Yukon,2026-01-01,557938.75
Nova Scotia,2024-06-01,1621379.47
Nunavut,2025-09-01,1381625.51
New Hampshire,2023-06-01,1056712.49
Rhode Island,2024-08-01,7815716.80
New Hampshire,2023-12-01,825665.07
Georgia,2025-03-01,764988.87
North Dakota,2025-09-01,1460896.44
Nunavut,2023-07-01,594641.62
South Carolina,2022-10-01,0.00
South Carolina,2024-03-01,0.00
Florida,2026-02-01,154777550.13
Florida,2025-02-01,162695863.24
Washington,2022-12-01,74499808.88
Illinois,2024-10-01,135006846.97
Oklahoma,2024-11-01,121007016.10
British Columbia,2025-11-01,60350994.04
Michigan,2025-08-01,285000163.38
Washington,2023-12-01,91346540.65
Arkansas,2025-03-01,25124852.66
New Mexico,2026-01-01,44072461.06
California,2023-10-01,368078434.53
Newfoundland and Labrador,2024-02-01,6245833.47
Colorado,2023-10-01,124165074.28
Colorado,2023-11-01,112010535.15
Colorado,2025-07-01,117660152.79
Alberta,2024-11-01,62657755.72
Montana,2023-07-01,29934568.08
Alberta,2024-01-01,86428569.82
Alberta,2024-10-01,60532163.74
Pennsylvania,2023-01-01,83105275.13
Colorado,2026-02-01,98445244.51
Alberta,2023-12-01,88225187.54
Colorado,2025-11-01,105463486.17
Utah,2024-12-01,14261141.28
Nevada,2023-04-01,71902722.27
Rhode Island,2024-07-01,8357636.87
Mississippi,2025-08-01,18434447.72
Virginia,2026-01-01,15948477.78
South Dakota,2025-09-01,6254759.98
Vermont,2023-09-01,10654437.58
Ohio,2023-03-01,42408152.76
Ohio,2024-06-01,41114171.82
Colorado,2025-03-01,118223494.77
Vermont,2024-04-01,11622312.99
Maryland,2025-09-01,94419163.31
Pennsylvania,2024-01-01,93517856.03
Saskatchewan,2023-06-01,9444544.42
Alaska,2023-12-01,17111109.10
Maine,2024-09-01,43995689.57
Arizona,2023-06-01,112838092.69
Maryland,2024-03-01,96501543.86
Alaska,2023-11-01,18057668.77
Virginia,2025-12-01,16689739.59
Ohio,2022-10-01,39961392.10
Louisiana,2025-02-01,14348306.95
Maryland,2024-09-01,93650965.05
Arkansas,2025-05-01,25603806.58
Arkansas,2024-08-01,24042957.39
District of Columbia,2025-12-01,6611761.40
West Virginia,2022-10-01,2909273.53
West Virginia,2022-12-01,4129992.63
New Brunswick,2024-11-01,1788814.37
Nova Scotia,2026-03-01,3201719.77
Ohio,2023-05-01,42151424.02
Hawaii,2025-10-01,2890144.54
Virginia,2022-10-01,7169290.94
Texas,2026-01-01,486321.05
North Dakota,2024-01-01,1581236.05
Rhode Island,2023-10-01,6671501.56
Virginia,2023-01-01,10023265.75
Nova Scotia,2024-10-01,1771153.18
Rhode Island,2024-01-01,6982053.26
Iowa,2022-12-01,1028792.31
North Dakota,2023-05-01,1262812.50
Delaware,2024-11-01,2467089.62
Yukon,2023-12-01,674708.45
Yukon,2023-02-01,942394.62
Georgia,2024-07-01,793675.99
Iowa,2024-05-01,1185436.81
North Carolina,2024-06-01,530464.62
South Carolina,2024-04-01,0.00
North Carolina,2024-10-01,3719049.70
Michigan,2024-05-01,281606592.49
Washington,2024-09-01,83469336.14
Washington,2024-06-01,86010098.41
Oregon,2024-03-01,84615540.21
New York,2025-03-01,135892588.64
British Columbia,2024-10-01,61320355.03
Arizona,2023-07-01,106132390.35
Oregon,2025-07-01,81339763.06
Illinois,2026-01-01,125253933.55
Colorado,2023-08-01,133857936.80
Washington,2022-11-01,77726077.24
Nevada,2022-11-01,69114993.30
Oklahoma,2023-04-01,128515248.08
Washington,2026-01-01,90950173.94
California,2023-04-01,404186613.74
Nevada,2024-01-01,69609944.97
Maryland,2023-08-01,92365831.32
Colorado,2024-07-01,124819686.89
Alberta,2025-10-01,56229775.72
Arizona,2024-11-01,102345448.39
Manitoba,2024-02-01,15829321.56
Ohio,2026-01-01,100214409.17
Alberta,2022-09-01,70658674.98
Montana,2023-02-01,25452473.76
Michigan,2023-01-01,208870903.42
Pennsylvania,2025-06-01,93592177.83
New Jersey,2024-05-01,92802823.24
Illinois,2023-07-01,136675575.02
Pennsylvania,2023-12-01,96003785.60
Nevada,2023-03-01,67511548.31
Nevada,2023-09-01,71393323.88
Alaska,2025-01-01,18058581.04
Connecticut,2025-11-01,24129261.52
Connecticut,2024-10-01,24251803.23
Massachusetts,2023-04-01,147666315.64
Manitoba,2023-04-01,12968272.64
Maine,2023-01-01,24157238.27
Puerto Rico,2026-03-01,10789152.56
New Jersey,2023-02-01,43479031.92
Illinois,2023-02-01,124807622.78
Manitoba,2024-01-01,15428405.79
Nova Scotia,2025-01-01,2380349.49
Ontario,2023-06-01,181791855.95
Arizona,2026-03-01,101137584.81
Puerto Rico,2024-05-01,40266783.27
Mississippi,2024-02-01,8628940.26
Maryland,2025-11-01,98883915.22
Montana,2025-03-01,26758340.03
New Jersey,2024-12-01,104685048.86
Arizona,2024-10-01,103687523.45
Manitoba,2022-11-01,12631278.59
Maine,2023-11-01,41291187.47
Saskatchewan,2022-12-01,10196311.83
Minnesota,2023-07-01,5846962.80
New Brunswick,2024-01-01,1125872.63
Connecticut,2024-07-01,24854397.68
Vermont,2024-05-01,11703121.46
North Dakota,2023-12-01,1618340.60
Louisiana,2023-08-01,8071888.62
Virginia,2023-03-01,10505193.97
North Dakota,2024-12-01,1631043.10
Rhode Island,2026-03-01,10984871.07
South Dakota,2024-04-01,5052223.93
Hawaii,2023-03-01,3166171.78
Hawaii,2024-06-01,2775923.91
Texas,2023-05-01,793182.29
Louisiana,2024-05-01,9045301.48
New Brunswick,2024-06-01,1877615.38
District of Columbia,2022-11-01,4825251.51
Iowa,2024-03-01,1285580.64
Georgia,2023-10-01,782117.83
New Hampshire,2023-10-01,770110.64
Georgia,2025-05-01,819787.63
Delaware,2025-04-01,1990923.08
Yukon,2025-05-01,620593.77
Texas,2024-09-01,207057.19
Texas,2024-02-01,216480.01
Yukon,2025-09-01,603019.94
Georgia,2023-12-01,895439.12
Nunavut,2024-03-01,655627.92
South Carolina,2023-05-01,0.00
Florida,2023-01-01,135837008.54
California,2022-09-01,363808180.27
Florida,2024-12-01,173342997.91
Oklahoma,2023-06-01,127055301.33
Michigan,2025-06-01,262756339.61
New Jersey,2025-07-01,103063393.15
Colorado,2024-01-01,117473206.40
New Jersey,2025-05-01,97724432.81
New York,2024-06-01,76969678.90
Maine,2026-02-01,35223511.20
Pennsylvania,2023-03-01,85101210.13
Yukon,2024-11-01,558700.65
Manitoba,2025-02-01,8729071.81
Missouri,2022-10-01,39518878.40
Ontario,2023-10-01,252192844.41
Maine,2026-01-01,37256994.92
Puerto Rico,2024-11-01,34726376.62
Nevada,2023-08-01,72927891.53
Vermont,2025-12-01,13038685.94
Virginia,2025-02-01,14593730.25
New Mexico,2023-12-01,51170539.75
Vermont,2024-08-01,13436092.68
South Dakota,2025-06-01,6164717.81
South Dakota,2023-02-01,3239050.88
Saskatchewan,2026-03-01,6207250.90
Saskatchewan,2023-12-01,12176205.37
District of Columbia,2025-07-01,5919101.75
New York,2025-12-01,157435823.09
Puerto Rico,2025-07-01,13053512.54
Pennsylvania,2025-10-01,91463381.36
Alberta,2024-05-01,60338959.79
Alberta,2023-06-01,67440286.22
Hawaii,2023-09-01,2999445.15
Puerto Rico,2025-02-01,12139810.05
Newfoundland and Labrador,2025-12-01,8080667.64
Hawaii,2025-12-01,3039214.47
Nova Scotia,2025-11-01,4159875.23
Newfoundland and Labrador,2023-12-01,6302760.22
Minnesota,2024-06-01,14085379.00
Ohio,2022-12-01,41594450.84
Arkansas,2023-10-01,24192562.19
Virginia,2025-01-01,15795830.68
Hawaii,2023-01-01,2922769.80
New Brunswick,2023-11-01,1085945.61
Nova Scotia,2025-10-01,3831437.99
District of Columbia,2024-07-01,3758613.65
District of Columbia,2024-01-01,4092152.49
District of Columbia,2024-04-01,4086611.49
Louisiana,2025-07-01,13637561.38
Louisiana,2025-05-01,16806243.97
Delaware,2026-01-01,5258846.72
Hawaii,2024-11-01,3187047.60
Hawaii,2022-10-01,2876030.93
Georgia,2026-03-01,429400.92
Utah,2022-10-01,6520756.27
Delaware,2024-12-01,2388671.35
Yukon,2025-07-01,648060.17
Louisiana,2023-07-01,8043137.67
Georgia,2024-01-01,756023.57
Quebec,2023-11-01,0.00
North Carolina,2024-07-01,723786.81
South Carolina,2023-10-01,0.00
Florida,2024-10-01,168519871.25
Oregon,2023-08-01,83453783.12
Washington,2024-08-01,91379500.17
Colorado,2023-05-01,127322758.57
Missouri,2024-01-01,110963884.80
New Jersey,2024-04-01,86890140.43
Nevada,2025-09-01,63148290.07
California,2024-06-01,349836159.82
Washington,2025-10-01,94768472.00
California,2022-10-01,371583480.66
New Mexico,2025-12-01,46630144.73
Montana,2022-11-01,25339475.62
Illinois,2025-11-01,125340399.07
Maryland,2024-11-01,98385041.98
New York,2025-10-01,165166117.60
Ontario,2025-06-01,189106392.46
Arizona,2023-08-01,110749213.11
Maryland,2022-10-01,40049756.30
Nevada,2025-08-01,66408207.01
Arkansas,2022-10-01,23497062.12
Illinois,2024-07-01,138476925.69
Maine,2025-02-01,38408565.82
Puerto Rico,2024-09-01,36310643.37
Ohio,2023-04-01,42738778.05
Maine,2023-08-01,47655866.49
Minnesota,2025-12-01,23027531.32
New Jersey,2024-06-01,93507842.38
Arkansas,2026-03-01,25214147.17
Arkansas,2026-02-01,25213030.07
Vermont,2024-03-01,11651288.39
Maine,2024-08-01,45309640.48
New Jersey,2023-12-01,76225931.74
Saskatchewan,2025-05-01,7750009.29
South Dakota,2025-04-01,6044166.32
Texas,2023-03-01,800885.90
New Brunswick,2022-12-01,2726281.57
Newfoundland and Labrador,2025-04-01,7474976.65
Louisiana,2025-03-01,14962348.34
Delaware,2024-01-01,2827133.32
Virginia,2023-04-01,11360844.25
New Brunswick,2022-09-01,2583308.07
Nova Scotia,2024-09-01,1631779.57
Delaware,2025-03-01,1979737.13
Nova Scotia,2022-10-01,1547822.29
Texas,2024-01-01,208506.72
Yukon,2024-12-01,641996.44
Utah,2025-03-01,15657039.00
Nova Scotia,2024-01-01,1560267.31
Virginia,2024-02-01,13282747.70
Georgia,2023-07-01,466854.46
Nunavut,2025-07-01,1067879.65
Nunavut,2025-08-01,1133467.35
Nunavut,2026-02-01,495449.10
Northern Mariana Islands,2023-05-01,0.00
Florida,2024-03-01,155181816.04
Florida,2025-04-01,176752093.58
Florida,2026-03-01,171679935.73
Ontario,2024-07-01,197355575.52
Washington,2022-10-01,83875293.10
Manitoba,2025-09-01,10721066.08
Ontario,2022-11-01,161878352.96
Ohio,2023-12-01,48327974.11
Oklahoma,2023-01-01,138261253.27
Colorado,2025-09-01,107786751.64
Alberta,2025-09-01,53342243.35
Nevada,2023-07-01,71671519.93
Massachusetts,2025-07-01,159243514.81
Massachusetts,2025-11-01,149318817.40
Connecticut,2023-07-01,23787295.41
New York,2023-02-01,13367447.30
Pennsylvania,2026-01-01,94697124.25
British Columbia,2024-08-01,62393898.35
Minnesota,2023-12-01,12381273.65
Massachusetts,2023-01-01,141978635.57
Illinois,2025-04-01,134529627.78
Massachusetts,2024-08-01,165731779.63
Pennsylvania,2025-02-01,88091664.62
Missouri,2023-02-01,103923213.26
Puerto Rico,2023-08-01,69669587.54
Manitoba,2024-08-01,11525373.18
Saskatchewan,2024-04-01,8498498.66
Alaska,2023-03-01,20162037.63
New York,2024-10-01,103063320.11
Alaska,2024-12-01,17102347.77
West Virginia,2023-05-01,5165914.78
Mississippi,2024-05-01,10077452.15
South Dakota,2023-09-01,4467808.77
Vermont,2022-10-01,3531617.07
West Virginia,2024-11-01,8290656.79
Illinois,2025-06-01,133827939.44
Oregon,2024-08-01,85938813.07
Maryland,2023-06-01,42989830.93
Michigan,2023-04-01,247771858.91
New Mexico,2022-11-01,39046585.19
Saskatchewan,2023-01-01,8964611.82
Maine,2025-01-01,40671450.88
Mississippi,2023-06-01,5999452.52
Mississippi,2023-02-01,4693617.27
West Virginia,2024-12-01,9456483.49
New Hampshire,2023-09-01,725453.83
New Brunswick,2025-12-01,1942724.02
West Virginia,2025-04-01,8055087.16
West Virginia,2023-09-01,6020812.76
Virginia,2025-03-01,15954701.85
West Virginia,2025-08-01,8010308.76
Utah,2024-10-01,14257827.68
New Hampshire,2024-05-01,880314.67
Utah,2025-11-01,15452176.32
New Hampshire,2025-05-01,839041.19
Georgia,2025-12-01,845594.71
Iowa,2024-04-01,1127899.39
Hawaii,2023-12-01,3259679.83
Nunavut,2023-03-01,830395.02
Hawaii,2024-07-01,3123777.63
New Hampshire,2024-08-01,884888.55
Georgia,2024-10-01,758495.35
New Hampshire,2024-03-01,759182.52
Nunavut,2023-10-01,783546.21
North Carolina,2024-08-01,731982.61
South Carolina,2023-04-01,0.00
Washington,2024-07-01,83046298.45
Pennsylvania,2023-05-01,87566125.40
Ontario,2022-12-01,177066436.40
California,2025-05-01,348147214.91
New Mexico,2024-10-01,49235583.39
California,2023-07-01,377091152.24
California,2022-12-01,387950650.40
Ontario,2023-05-01,179843438.63
British Columbia,2024-03-01,67393849.66
Ontario,2022-10-01,171986320.66
Oregon,2024-11-01,80331780.44
Florida,2023-06-01,138483401.98
Maryland,2026-03-01,103260948.63
Missouri,2024-02-01,114792797.28
New York,2026-02-01,136871982.35
Arizona,2026-02-01,90834929.48
Ontario,2026-03-01,177014332.89
Maryland,2025-10-01,101253862.91
Arizona,2025-08-01,95414244.91
Maine,2025-12-01,38643930.02
New York,2023-09-01,25017617.88
Arizona,2022-10-01,100818088.34
Ohio,2025-02-01,78529069.14
British Columbia,2022-09-01,54076601.34
British Columbia,2024-04-01,58592900.64
Massachusetts,2022-12-01,156975856.68
New York,2022-12-01,19137778.14
Minnesota,2025-10-01,22355758.33
Mississippi,2023-09-01,6345306.08
Utah,2023-06-01,7515210.98
Illinois,2025-05-01,138059170.15
British Columbia,2023-02-01,52651626.11
Missouri,2025-01-01,123978804.16
Minnesota,2025-03-01,18697256.37
Manitoba,2023-07-01,13497986.81
Maine,2024-03-01,42977335.37
Montana,2024-05-01,27749831.20
Mississippi,2024-08-01,10682485.82
Missouri,2022-12-01,41680895.79
Alaska,2025-09-01,18197172.24
Louisiana,2026-01-01,18879702.97
Louisiana,2023-05-01,9770431.64
Nevada,2023-01-01,68179921.68
Saskatchewan,2025-01-01,9997138.21
Arkansas,2024-10-01,23577838.79
North Dakota,2025-10-01,1787095.65
Delaware,2026-02-01,5296581.87
Minnesota,2024-12-01,16427087.57
Hawaii,2024-01-01,2978813.01
District of Columbia,2025-03-01,5545363.22
Hawaii,2024-08-01,3079339.57
Delaware,2024-09-01,2772322.23
Hawaii,2024-10-01,3251589.29
Nova Scotia,2023-06-01,1594285.86
Louisiana,2025-09-01,14237482.52
Hawaii,2025-04-01,2923712.88
Nova Scotia,2024-02-01,611057.52
New Brunswick,2023-07-01,1158766.59
Nova Scotia,2023-11-01,1925251.39
Newfoundland and Labrador,2025-06-01,7933887.82
Utah,2024-11-01,15596455.48
Louisiana,2023-09-01,6306009.51
Nova Scotia,2022-12-01,1554759.36
District of Columbia,2023-09-01,3776988.19
New Hampshire,2024-01-01,750733.91
Iowa,2024-12-01,1169789.88
Nunavut,2025-10-01,684327.85
Nunavut,2024-12-01,1407323.41
North Carolina,2025-02-01,4096169.01
North Carolina,2026-02-01,4457482.45
Florida,2022-09-01,131204600.39
Oregon,2023-12-01,83878995.74
Ontario,2023-08-01,198159573.70
Arkansas,2025-07-01,24324173.69
Michigan,2026-01-01,228163870.86
Washington,2023-02-01,69035840.10
California,2024-09-01,332760599.06
Colorado,2025-05-01,114622259.54
Ontario,2025-05-01,192274214.31
Illinois,2026-03-01,129678506.29
Michigan,2024-01-01,244214348.18
Pennsylvania,2026-03-01,94553414.92
Montana,2026-02-01,25551553.22
New York,2025-07-01,154191912.29
California,2023-03-01,397498274.22
New Jersey,2025-10-01,100072701.53
Massachusetts,2022-10-01,150737226.59
Alberta,2025-02-01,52890716.02
Puerto Rico,2024-12-01,24444782.58
New York,2025-05-01,154105328.03
Puerto Rico,2023-07-01,75857291.14
New York,2024-02-01,42461713.28
Saskatchewan,2023-10-01,12587613.13
South Dakota,2025-11-01,5781909.89
Delaware,2023-02-01,3379977.71
Louisiana,2022-09-01,511868.85
West Virginia,2023-01-01,4014726.07
Mississippi,2025-07-01,19027099.25
New York,2024-03-01,50998864.71
Nevada,2023-12-01,71856158.38
Maryland,2024-06-01,95662536.76
Vermont,2023-10-01,10506513.66
Montana,2025-07-01,29985118.56
Mississippi,2023-05-01,6364394.71
Delaware,2023-07-01,3643042.39
Montana,2022-09-01,27795224.07
Massachusetts,2025-04-01,151698891.21
Nevada,2025-05-01,68680230.93
Louisiana,2025-08-01,13738507.15
Hawaii,2025-03-01,2962090.18
Utah,2025-02-01,13845088.89
Arkansas,2025-06-01,23265595.86
District of Columbia,2023-12-01,3945684.18
Louisiana,2025-12-01,18107648.41
Texas,2023-06-01,808748.71
Delaware,2022-09-01,2605169.88
Utah,2022-12-01,6463704.93
Hawaii,2023-11-01,3347947.40
Delaware,2024-05-01,2616052.89
District of Columbia,2022-09-01,4714686.89
Texas,2023-10-01,811678.34
Louisiana,2023-04-01,6180194.34
New Hampshire,2024-12-01,870224.54
Georgia,2023-11-01,813007.27
Yukon,2024-04-01,579684.84
Georgia,2024-02-01,769492.01
Yukon,2025-08-01,629702.74
Texas,2024-12-01,237328.44
Rhode Island,2025-03-01,7683384.09
Northern Mariana Islands,2023-07-01,0.00
North Carolina,2025-06-01,4255371.52
Florida,2025-03-01,173881178.68
Florida,2025-01-01,170148069.97
Illinois,2023-06-01,134286294.93
Oklahoma,2024-05-01,134499178.53
California,2026-01-01,331999553.51
California,2025-09-01,318814337.03
California,2023-08-01,372089751.15
New Jersey,2024-09-01,89904149.45
Illinois,2022-10-01,129484135.02
Maryland,2026-02-01,93158702.42
British Columbia,2024-02-01,65756077.49
Alberta,2022-10-01,73496030.50
Illinois,2024-06-01,137273145.69
Pennsylvania,2024-04-01,96045373.64
Maine,2024-04-01,41749104.29
Montana,2023-12-01,27882130.20
Massachusetts,2024-12-01,157212307.85
Arizona,2023-02-01,115243976.84
California,2025-03-01,347440050.37
Ontario,2023-04-01,175880520.18
Massachusetts,2023-07-01,157066675.73
British Columbia,2023-12-01,68967504.10
Illinois,2024-04-01,138811939.71
Maine,2025-09-01,40489224.51
Alberta,2024-12-01,65590589.65
Massachusetts,2023-12-01,161232089.53
Maine,2025-07-01,43598811.65
Alaska,2022-12-01,17776043.97
Illinois,2023-08-01,137127192.74
Manitoba,2024-07-01,11643260.40
Rhode Island,2023-05-01,5485181.35
Louisiana,2025-01-01,13707367.15
Oklahoma,2024-09-01,129908906.49
Alberta,2025-08-01,56914325.98
Oklahoma,2025-09-01,105386989.78
Illinois,2022-12-01,141209382.83
New York,2024-08-01,98114510.35
Alberta,2023-08-01,71289746.87
Ohio,2025-01-01,81493766.70
Pennsylvania,2024-02-01,89729108.17
Missouri,2022-09-01,38854221.80
Newfoundland and Labrador,2024-07-01,6571996.77
Ohio,2024-04-01,42024638.43
Newfoundland and Labrador,2024-10-01,6955423.65
Manitoba,2022-09-01,12316269.63
Alaska,2025-11-01,16969186.81
Connecticut,2025-07-01,24477594.01
Virginia,2024-07-01,15274172.69
Vermont,2023-01-01,6168428.53
Nova Scotia,2024-12-01,2517866.69
Minnesota,2024-07-01,14541886.20
Minnesota,2025-01-01,16500818.65
Delaware,2023-09-01,3146190.66
Minnesota,2024-01-01,12670108.19
Louisiana,2026-03-01,19372843.80
New Brunswick,2025-02-01,1778051.34
District of Columbia,2024-12-01,4354885.10
Nova Scotia,2022-11-01,1427720.46
Utah,2023-02-01,6318447.10
Nova Scotia,2023-07-01,1677330.99
New Brunswick,2023-08-01,1264759.02
Mississippi,2022-12-01,2730589.81
New Hampshire,2025-06-01,776163.70
Texas,2023-01-01,738541.55
Rhode Island,2023-09-01,6553820.73
District of Columbia,2023-11-01,3772544.78
Kentucky,2026-01-01,331734.89
Texas,2025-03-01,261536.77
Iowa,2026-03-01,1192395.34
Iowa,2022-11-01,1069253.70
North Dakota,2024-10-01,1569029.63
Iowa,2025-06-01,1142860.20
North Dakota,2023-11-01,1490666.02
North Carolina,2025-01-01,3630247.02
Northern Mariana Islands,2023-02-01,0.00
Nunavut,2026-01-01,463088.99
Florida,2023-03-01,130299239.81
Florida,2023-12-01,161310462.69
Washington,2025-07-01,95055846.98
Michigan,2023-03-01,251424271.43
Massachusetts,2024-11-01,153680067.92
New York,2025-08-01,157224317.17
Manitoba,2023-10-01,17270411.44
Missouri,2024-05-01,124958343.94
Oregon,2026-03-01,77727814.49
Ontario,2025-03-01,180247091.63
Colorado,2025-02-01,103602068.48
Oklahoma,2024-12-01,127918622.67
British Columbia,2022-10-01,55847920.34
Arizona,2025-03-01,109747742.87
Montana,2023-04-01,26581518.37
California,2025-02-01,311545257.09
Saskatchewan,2024-10-01,10283004.54
Missouri,2024-10-01,124498876.62
New Jersey,2024-10-01,96011458.85
Colorado,2023-06-01,132648423.46
Puerto Rico,2024-03-01,45366219.95
Manitoba,2023-11-01,16363173.52
Alaska,2022-11-01,17611037.21
Minnesota,2023-01-01,4363053.56
Connecticut,2024-02-01,23869827.03
Newfoundland and Labrador,2024-09-01,6401549.03
Newfoundland and Labrador,2023-10-01,6986835.69
South Dakota,2025-01-01,6029935.58
Michigan,2026-02-01,235816806.76
Alberta,2025-11-01,53417561.49
British Columbia,2023-11-01,66755174.98
Missouri,2023-10-01,114008461.19
Colorado,2025-01-01,111081981.49
New Mexico,2023-09-01,47657829.43
Montana,2024-09-01,28623943.20
Pennsylvania,2025-01-01,92953188.14
Minnesota,2025-09-01,21988906.41
Oklahoma,2023-10-01,138690369.70
Maine,2022-11-01,25843674.04
Alaska,2026-03-01,15509573.33
Pennsylvania,2022-09-01,61112828.87
Arkansas,2022-09-01,24004144.15
Arizona,2025-11-01,95387111.20
New York,2023-08-01,24662372.52
Virginia,2023-10-01,12912941.18
Minnesota,2025-02-01,16402186.67
Utah,2024-05-01,14373203.01
Virginia,2023-05-01,12114092.26
Louisiana,2023-12-01,7684407.03
Nova Scotia,2024-05-01,933974.67
Hawaii,2022-12-01,2842850.57
Mississippi,2022-11-01,1896012.24
New Brunswick,2022-11-01,2503872.60
New Brunswick,2023-12-01,1152904.92
Utah,2023-09-01,11217599.25
North Dakota,2025-04-01,1499987.80
New Hampshire,2025-09-01,790682.95
Minnesota,2022-09-01,5688800.35
Arkansas,2023-11-01,24810987.57
Georgia,2025-11-01,681571.15
Georgia,2024-05-01,788741.54
Nova Scotia,2023-05-01,1552698.95
Iowa,2023-08-01,1247605.22
Texas,2023-12-01,307981.79
Yukon,2025-01-01,586401.90
Nunavut,2024-01-01,741796.35
Nunavut,2023-11-01,931875.40
North Carolina,2024-12-01,4182679.94
Florida,2023-11-01,158068964.97
Maryland,2023-12-01,97223080.03
Massachusetts,2025-05-01,157667829.95
Alaska,2025-03-01,18400089.47
Washington,2024-01-01,85074408.48
Oregon,2024-06-01,82340561.10
Washington,2024-12-01,96166623.50
California,2023-11-01,359555717.05
California,2025-04-01,344310025.28
Ohio,2023-06-01,41949640.32
New Jersey,2026-01-01,103037703.76
Pennsylvania,2024-08-01,94403909.66
Maryland,2024-02-01,89717798.46
Washington,2024-05-01,88453104.53
Ohio,2025-09-01,88580494.97
Michigan,2026-03-01,262324315.62
Maryland,2024-12-01,99612482.11
Colorado,2024-12-01,116020905.58
Ohio,2025-11-01,94605537.86
Alberta,2025-07-01,55252583.40
Maine,2023-03-01,41406831.06
Arizona,2023-05-01,118378829.81
Pennsylvania,2024-03-01,94176882.71
Alberta,2023-11-01,87123859.01
Oregon,2025-01-01,78196577.85
New Mexico,2024-07-01,50737886.93
Illinois,2025-10-01,128524785.67
Alaska,2023-09-01,18755497.05
New Jersey,2025-02-01,89185637.73
Alberta,2024-06-01,59819222.02
Alaska,2023-02-01,16969873.82
Nevada,2025-06-01,64547468.78
Minnesota,2026-02-01,22530623.14
