STATE,SALES_MONTH,TOTAL_DOLLARS
Virginia,2024-11-01,15897630.88
West Virginia,2023-12-01,6907479.07
Virginia,2023-12-01,14411510.64
Saskatchewan,2024-06-01,8591320.50
Minnesota,2023-05-01,5875142.64
Alaska,2025-12-01,17342070.73
Maine,2023-05-01,42711081.96
Massachusetts,2026-01-01,149017382.70
Montana,2022-10-01,26952830.84
Arizona,2026-01-01,96576972.47
Manitoba,2024-12-01,11242577.95
Nevada,2024-12-01,66635681.26
Missouri,2023-08-01,119944728.15
Saskatchewan,2024-03-01,10033813.81
Nevada,2024-02-01,68613027.69
Saskatchewan,2023-02-01,8070157.63
New Jersey,2023-04-01,53728585.91
New Brunswick,2023-05-01,2724161.51
Vermont,2025-06-01,12261549.02
New Jersey,2024-02-01,76965584.12
Mississippi,2026-03-01,15263469.23
South Dakota,2024-11-01,5739218.83
Rhode Island,2023-04-01,5440129.59
Texas,2025-11-01,406271.45
Utah,2024-02-01,13067923.65
Connecticut,2025-09-01,23682451.60
Hawaii,2022-11-01,2932235.12
Utah,2026-01-01,16938655.71
Texas,2024-07-01,216478.93
Louisiana,2023-11-01,7276972.98
Delaware,2025-02-01,2131338.55
District of Columbia,2024-03-01,4131994.21
North Dakota,2023-04-01,1247743.41
Delaware,2023-10-01,3154896.39
North Dakota,2022-11-01,1364221.60
Rhode Island,2024-06-01,7524498.36
Yukon,2024-01-01,661150.62
Iowa,2026-01-01,1135474.42
North Dakota,2024-06-01,1434908.25
South Carolina,2023-11-01,0.00
Northern Mariana Islands,2023-08-01,0.00
Northern Mariana Islands,2023-03-01,0.00
North Carolina,2025-08-01,4772570.54
Delaware,2023-12-01,2970279.78
Florida,2024-01-01,158612634.57
Oregon,2024-05-01,83897709.03
California,2025-06-01,332288151.00
Oregon,2022-12-01,81215629.36
Michigan,2024-03-01,290558697.29
Maryland,2025-01-01,95161386.30
California,2023-01-01,374523058.45
Illinois,2023-09-01,139090466.78
New Mexico,2024-01-01,46932193.76
Ontario,2024-05-01,192242955.07
Missouri,2025-10-01,128720461.55
Oregon,2025-03-01,80292908.92
Oklahoma,2026-03-01,101796893.16
New Mexico,2023-10-01,47088124.49
Saskatchewan,2025-02-01,8177035.89
Oklahoma,2022-11-01,146432708.76
Ohio,2025-10-01,94567363.37
Pennsylvania,2025-04-01,95597935.95
Arkansas,2025-04-01,25000883.89
New Mexico,2025-04-01,49424449.95
Nevada,2024-08-01,70754268.77
Arizona,2023-03-01,128656490.96
Massachusetts,2025-12-01,157300008.83
Colorado,2022-12-01,148527291.14
Oregon,2022-09-01,81074187.87
British Columbia,2024-11-01,60790848.65
Montana,2025-01-01,26479146.25
Mississippi,2026-01-01,16011889.65
Arizona,2023-01-01,116539549.23
Arkansas,2025-11-01,25210061.00
Ohio,2023-09-01,44602681.79
Puerto Rico,2023-11-01,56250746.21
Louisiana,2026-02-01,18422819.79
Puerto Rico,2025-12-01,10533311.85
New Brunswick,2024-03-01,1562451.03
Pennsylvania,2024-06-01,92758497.44
Illinois,2025-09-01,119674257.25
Oregon,2023-03-01,84986220.92
Missouri,2023-11-01,114061942.83
Arizona,2024-05-01,116581710.47
New Mexico,2023-11-01,47053818.41
Ohio,2025-08-01,92171101.22
Connecticut,2024-01-01,25185733.68
Maryland,2025-02-01,88707672.43
Montana,2023-11-01,27831757.78
Pennsylvania,2025-08-01,93642413.00
Vermont,2025-07-01,13457977.51
Manitoba,2026-01-01,10283935.76
South Dakota,2024-05-01,5183389.65
Newfoundland and Labrador,2025-03-01,7933354.57
Mississippi,2023-07-01,6586369.49
Vermont,2024-07-01,12614048.99
Connecticut,2024-08-01,25843811.66
North Dakota,2025-03-01,1563204.73
West Virginia,2026-01-01,7806675.00
Georgia,2023-08-01,574754.40
Maryland,2023-10-01,90616774.02
New Jersey,2023-10-01,66749637.69
Saskatchewan,2025-09-01,7702999.41
Delaware,2023-08-01,3386075.20
New Brunswick,2025-03-01,1987332.84
Virginia,2024-04-01,14520657.48
Delaware,2022-10-01,3095298.37
Newfoundland and Labrador,2023-01-01,5207709.22
New Brunswick,2023-03-01,2738704.90
Utah,2025-06-01,14280525.37
Louisiana,2023-01-01,3902904.54
Yukon,2023-10-01,920197.72
Rhode Island,2023-06-01,5784768.83
Delaware,2024-04-01,2847578.57
New Hampshire,2024-11-01,929616.73
Nunavut,2023-08-01,672663.72
Iowa,2023-02-01,1176264.12
New Hampshire,2023-03-01,1047157.12
Nunavut,2023-12-01,784117.02
South Carolina,2023-01-01,0.00
Florida,2025-05-01,177710746.68
Ontario,2024-10-01,194278266.63
California,2025-10-01,339220392.05
Oregon,2023-06-01,82321130.70
Oregon,2026-02-01,70888351.64
Michigan,2022-09-01,213518498.67
Ontario,2024-09-01,190306495.58
Illinois,2023-11-01,140990756.91
California,2024-11-01,348735938.67
Oklahoma,2024-02-01,131321391.21
Missouri,2024-03-01,126061274.32
South Dakota,2025-08-01,6506702.34
Montana,2024-03-01,27582985.35
New Mexico,2023-01-01,40620435.14
Missouri,2025-02-01,117254389.33
Nevada,2025-01-01,65395852.30
Vermont,2025-04-01,12319830.70
Vermont,2024-02-01,10873167.51
Puerto Rico,2026-02-01,9345174.65
Newfoundland and Labrador,2025-11-01,7568641.90
Pennsylvania,2023-06-01,87836747.92
Maryland,2024-05-01,97506340.27
New Jersey,2023-09-01,63118077.29
Alaska,2025-07-01,18573059.23
Newfoundland and Labrador,2024-04-01,6021052.33
Mississippi,2025-04-01,14331263.95
South Dakota,2024-08-01,5702322.29
South Dakota,2024-06-01,5054910.33
Puerto Rico,2025-05-01,11976948.33
New Jersey,2022-11-01,43695044.45
Maine,2025-11-01,37949031.76
Vermont,2023-02-01,6746761.80
Mississippi,2023-04-01,5828999.53
Saskatchewan,2023-07-01,9985408.99
Oklahoma,2023-02-01,127447046.84
Ohio,2024-12-01,84552289.12
Arizona,2024-04-01,117870813.04
Louisiana,2025-06-01,16359753.12
Maine,2024-10-01,42530884.59
Alaska,2024-08-01,20360177.78
Arkansas,2023-07-01,23632457.01
Louisiana,2024-08-01,10334256.63
Maine,2025-08-01,44242036.84
Maine,2022-10-01,24106196.90
Arkansas,2024-06-01,21849933.22
Rhode Island,2025-11-01,8541953.35
Virginia,2023-07-01,12896287.85
Nova Scotia,2026-02-01,3405802.37
New Brunswick,2026-01-01,1830075.80
Utah,2025-04-01,15332977.60
Newfoundland and Labrador,2022-12-01,5639511.15
Delaware,2024-03-01,2781400.29
Utah,2024-04-01,13924692.10
New Jersey,2022-12-01,45739477.41
Virginia,2023-06-01,12601278.22
Iowa,2023-05-01,1146391.79
South Dakota,2022-10-01,2926747.80
Hawaii,2023-07-01,3101592.74
Delaware,2025-01-01,2398487.16
Iowa,2022-09-01,530924.48
Yukon,2022-11-01,965931.43
Georgia,2024-11-01,763563.26
Yukon,2025-04-01,628760.51
Nunavut,2024-05-01,801100.97
British Columbia,2022-11-01,52251142.01
Alberta,2022-12-01,68027346.70
Alberta,2024-09-01,58712378.60
Washington,2025-11-01,92588064.10
Arizona,2022-09-01,98702450.61
Washington,2025-09-01,93144589.10
California,2022-11-01,362486624.63
New York,2025-04-01,146598862.50
Alberta,2024-07-01,62113833.40
Manitoba,2025-03-01,9542717.78
Colorado,2022-11-01,138866401.34
New Jersey,2022-10-01,39672945.08
Massachusetts,2024-07-01,160934234.95
Nevada,2025-12-01,64592200.41
Michigan,2022-12-01,223323512.49
Alberta,2025-06-01,55198845.42
Pennsylvania,2024-07-01,91713102.43
Maryland,2023-09-01,91370732.75
New Mexico,2024-05-01,51994848.15
British Columbia,2024-06-01,58557335.87
New Jersey,2025-08-01,101469712.47
Ontario,2024-02-01,230264340.22
Maryland,2024-01-01,88636003.84
Alberta,2024-04-01,65701415.20
Manitoba,2023-12-01,17182775.90
Alberta,2026-03-01,54786761.45
Vermont,2023-04-01,8137791.07
Vermont,2023-07-01,10437904.75
Maryland,2022-11-01,39645610.24
Oklahoma,2023-11-01,144213658.94
Nevada,2025-04-01,67543091.89
Connecticut,2023-12-01,27754649.45
Connecticut,2025-08-01,24874705.73
Vermont,2024-10-01,12148146.72
District of Columbia,2026-01-01,6730490.98
New Brunswick,2023-06-01,2022484.35
New Jersey,2024-08-01,98145994.75
Connecticut,2025-05-01,25502253.99
West Virginia,2023-04-01,4984832.54
Arkansas,2023-08-01,24645253.70
Arkansas,2022-11-01,23308751.91
Minnesota,2023-10-01,6171490.82
Louisiana,2024-07-01,10133095.99
Minnesota,2024-10-01,14816218.52
Utah,2025-01-01,14848852.40
New Brunswick,2023-02-01,2435535.42
Nova Scotia,2024-03-01,875311.33
South Dakota,2026-02-01,5603103.23
Connecticut,2024-05-01,24906468.66
Delaware,2024-07-01,2664282.76
North Dakota,2023-01-01,1286528.80
Rhode Island,2024-11-01,7723324.59
Iowa,2025-08-01,1242045.18
Hawaii,2022-09-01,3363647.82
Delaware,2024-02-01,2710621.62
New Brunswick,2026-02-01,1652050.51
New Brunswick,2023-10-01,1088590.32
North Dakota,2024-11-01,1485426.97
Rhode Island,2023-11-01,6802802.39
Delaware,2023-11-01,3100956.46
Iowa,2025-03-01,1187968.51
Georgia,2025-08-01,833138.41
New Hampshire,2023-02-01,915786.28
Iowa,2024-09-01,1076981.05
Rhode Island,2025-04-01,8129035.66
Texas,2022-11-01,717237.76
Georgia,2023-09-01,617531.00
South Carolina,2024-05-01,0.00
Kentucky,2025-12-01,50321.63
Quebec,2023-12-01,0.00
Florida,2023-07-01,140471264.81
Oklahoma,2025-01-01,123167448.51
California,2026-03-01,340712811.03
California,2024-04-01,368372747.17
Colorado,2023-04-01,133482150.47
Oregon,2023-05-01,81331922.34
Ontario,2025-09-01,188599332.40
Michigan,2023-08-01,277957861.17
Oregon,2024-01-01,77595880.65
Arizona,2024-02-01,115119786.20
New Jersey,2024-11-01,99417783.59
Arkansas,2024-11-01,24148266.33
British Columbia,2023-06-01,59225044.04
Michigan,2025-12-01,271460894.47
Nevada,2024-09-01,66917075.34
Arizona,2025-12-01,98620181.87
New York,2025-09-01,154046192.53
Oklahoma,2022-10-01,156181306.72
Arizona,2025-07-01,96553474.24
Arizona,2024-03-01,121767111.38
Illinois,2024-12-01,140059121.96
Oklahoma,2024-01-01,138975915.60
Vermont,2025-08-01,13782999.52
Maryland,2025-05-01,103648529.63
British Columbia,2025-10-01,61817847.92
Pennsylvania,2025-09-01,87853731.47
Michigan,2025-02-01,243588086.57
Massachusetts,2025-09-01,149481406.38
British Columbia,2025-09-01,61002034.30
Arizona,2024-07-01,99346200.07
Montana,2025-06-01,28413952.62
Manitoba,2025-01-01,10094974.72
Saskatchewan,2022-09-01,9055789.87
Puerto Rico,2024-04-01,39523065.63
District of Columbia,2023-05-01,4833615.28
Pennsylvania,2023-02-01,79040068.63
Montana,2023-01-01,25832542.99
Saskatchewan,2024-02-01,10330214.77
South Dakota,2023-12-01,5242962.43
Mississippi,2023-08-01,6789213.43
British Columbia,2025-03-01,58883850.30
Colorado,2025-12-01,111147025.83
New York,2024-05-01,66370825.00
Ohio,2023-11-01,45804346.95
Missouri,2025-06-01,126158505.53
Alaska,2024-10-01,19658942.32
Illinois,2025-08-01,131181790.86
Washington,2025-08-01,98452207.91
Missouri,2025-07-01,130778233.78
Pennsylvania,2023-11-01,92201942.91
Puerto Rico,2025-03-01,11231318.41
Maine,2022-09-01,28009958.33
Puerto Rico,2026-01-01,10121013.12
Montana,2025-05-01,27917053.44
Connecticut,2024-09-01,23627038.33
Mississippi,2024-07-01,9868033.24
Arkansas,2023-04-01,23533639.76
District of Columbia,2025-05-01,6220097.76
Arkansas,2024-09-01,21970026.25
Virginia,2025-07-01,16119261.33
Virginia,2024-12-01,16647506.57
Saskatchewan,2024-12-01,10937603.22
Virginia,2023-02-01,9541839.88
Minnesota,2025-05-01,20675431.04
West Virginia,2024-01-01,6712562.02
New Hampshire,2024-07-01,866163.92
Minnesota,2022-10-01,5352480.49
Louisiana,2024-06-01,9319827.28
South Dakota,2023-01-01,3235941.20
Yukon,2024-08-01,614463.56
Delaware,2022-11-01,3134466.18
Virginia,2024-05-01,14928740.88
Nova Scotia,2025-06-01,3162120.09
Rhode Island,2025-10-01,8878936.57
North Dakota,2023-02-01,1212586.53
North Dakota,2022-12-01,1449945.84
Georgia,2026-02-01,468601.24
Delaware,2023-05-01,3889216.40
Iowa,2023-11-01,1231206.16
Georgia,2024-12-01,779789.89
Iowa,2023-03-01,1267972.79
Iowa,2024-08-01,1158832.97
Nunavut,2024-11-01,1323013.24
Nunavut,2023-05-01,617670.02
Northern Mariana Islands,2023-04-01,0.00
North Carolina,2025-05-01,4352978.62
South Carolina,2024-01-01,0.00
Nunavut,2024-08-01,1086301.54
Florida,2024-02-01,146932176.81
Washington,2025-12-01,95941207.35
Oklahoma,2023-09-01,131040813.15
Michigan,2023-09-01,276397240.19
Ontario,2023-07-01,193360342.13
Pennsylvania,2023-07-01,88334933.17
New York,2026-03-01,150239448.89
Maine,2025-10-01,41055585.76
Illinois,2023-10-01,142516775.85
Oklahoma,2025-06-01,130906202.68
Michigan,2025-09-01,252646393.40
Michigan,2023-05-01,247572676.50
Maine,2023-09-01,44694806.32
California,2024-07-01,352515917.75
Colorado,2024-08-01,124623419.35
Nevada,2022-09-01,60618792.18
Maryland,2025-04-01,98246181.43
Oregon,2023-09-01,82289181.67
Alberta,2025-04-01,59035242.23
Connecticut,2023-02-01,18823891.15
Vermont,2026-01-01,12336157.31
Alberta,2024-03-01,81695094.67
Massachusetts,2024-03-01,155829552.95
Saskatchewan,2024-08-01,9700511.76
Puerto Rico,2022-10-01,13650136.91
Pennsylvania,2024-12-01,95305400.46
Montana,2025-12-01,28172925.72
Maine,2025-04-01,40897632.95
Ohio,2023-01-01,41620419.21
Alaska,2025-08-01,17741497.76
Manitoba,2024-09-01,11177028.12
New York,2023-06-01,18179934.42
New Jersey,2023-03-01,47216132.81
West Virginia,2023-07-01,5740021.39
Nova Scotia,2023-08-01,1720593.62
Michigan,2025-05-01,274359880.56
Washington,2023-06-01,76958487.90
Montana,2025-04-01,26678969.86
Manitoba,2024-06-01,11059501.15
Michigan,2024-02-01,262683426.25
British Columbia,2026-01-01,61127457.22
Missouri,2023-09-01,118684566.70
Virginia,2025-09-01,14535390.20
Montana,2023-10-01,29146019.90
Maine,2023-04-01,39612021.94
Louisiana,2023-06-01,9481667.22
South Dakota,2023-06-01,3616906.71
Manitoba,2025-06-01,10167319.35
Texas,2022-12-01,812993.98
Arkansas,2023-09-01,22535306.09
Saskatchewan,2024-11-01,10776645.65
Vermont,2025-09-01,12577285.23
South Dakota,2023-05-01,3682494.94
Texas,2023-04-01,784103.33
Mississippi,2023-01-01,4714622.86
Louisiana,2022-12-01,2836576.92
Utah,2024-03-01,13659927.77
New Hampshire,2025-11-01,859841.52
Nova Scotia,2025-08-01,4770009.58
New Brunswick,2025-04-01,1957170.71
Delaware,2023-01-01,3208955.05
Georgia,2025-01-01,730607.16
North Dakota,2022-10-01,1277711.95
Iowa,2025-09-01,1191312.70
Yukon,2026-03-01,584339.37
South Dakota,2022-09-01,1924266.70
New Hampshire,2023-05-01,930153.39
Nunavut,2024-06-01,839608.79
South Carolina,2024-06-01,0.00
Florida,2024-08-01,167677952.25
Oregon,2023-04-01,84207432.79
Washington,2025-05-01,98109036.83
Ontario,2022-09-01,182408601.83
Montana,2024-06-01,27473763.10
Illinois,2024-02-01,126153980.77
California,2024-05-01,367043445.76
Ontario,2025-02-01,167084838.45
Oklahoma,2023-05-01,129501553.41
Mississippi,2025-10-01,17620091.78
Saskatchewan,2025-10-01,7888050.01
New York,2024-07-01,92103715.05
Oregon,2022-11-01,80921382.73
Alberta,2023-09-01,69789884.22
New Mexico,2025-01-01,44901373.98
Pennsylvania,2024-10-01,92402682.62
Illinois,2023-05-01,133268632.95
British Columbia,2023-03-01,58752133.35
New Mexico,2023-07-01,48470171.76
Alaska,2025-04-01,17900770.86
Mississippi,2024-04-01,9721235.14
Saskatchewan,2023-08-01,9948736.36
Ohio,2023-02-01,39289136.43
South Dakota,2024-07-01,5341303.94
Minnesota,2024-04-01,13608371.62
Newfoundland and Labrador,2023-08-01,6322406.45
Nova Scotia,2022-09-01,1546372.05
Arizona,2023-11-01,113131279.42
Colorado,2026-01-01,106409670.03
Manitoba,2026-02-01,9020713.95
Nevada,2023-05-01,71405489.66
Ohio,2023-08-01,42801476.52
Maine,2024-01-01,39519734.15
Montana,2024-01-01,26146513.13
Manitoba,2025-10-01,11144878.86
Louisiana,2024-01-01,7615578.03
Massachusetts,2023-11-01,147829895.67
Oklahoma,2023-12-01,142820657.33
Maine,2024-05-01,44170312.40
Alaska,2024-01-01,17383938.31
Maryland,2023-07-01,88148103.45
Minnesota,2022-12-01,3950474.72
Minnesota,2024-08-01,15111036.86
Virginia,2024-10-01,15128641.00
Newfoundland and Labrador,2023-02-01,4918237.59
Newfoundland and Labrador,2022-09-01,5044526.98
New Brunswick,2024-09-01,1779781.64
New Brunswick,2024-04-01,1505276.92
Connecticut,2023-03-01,22462483.91
Newfoundland and Labrador,2025-05-01,7597703.61
District of Columbia,2023-07-01,4229577.50
Delaware,2023-06-01,3889861.44
Connecticut,2023-08-01,25119000.08
Rhode Island,2026-02-01,9724925.99
Georgia,2025-04-01,772614.65
Texas,2024-03-01,225238.99
New Brunswick,2023-04-01,2676615.69
Rhode Island,2023-08-01,6757630.36
Rhode Island,2024-05-01,7863840.85
Yukon,2022-10-01,994823.95
Nunavut,2022-12-01,669111.12
Georgia,2025-02-01,691413.79
Quebec,2023-10-01,0.00
South Carolina,2023-06-01,0.00
Nunavut,2023-06-01,626810.51
Northern Mariana Islands,2023-09-01,0.00
Northern Mariana Islands,2023-10-01,0.00
New Mexico,2024-08-01,51792703.60
Ontario,2023-11-01,234173544.31
Oklahoma,2025-07-01,112378706.45
British Columbia,2026-02-01,55679998.16
Ontario,2024-01-01,228469674.67
Oregon,2024-09-01,80317789.07
Mississippi,2025-01-01,12508888.27
Oregon,2025-08-01,82408004.05
Pennsylvania,2024-09-01,90622872.70
New Mexico,2024-02-01,48740823.07
Ontario,2024-04-01,191230352.74
Montana,2025-02-01,24459229.33
Nevada,2023-11-01,70483851.12
Puerto Rico,2025-08-01,11966561.75
Ohio,2026-02-01,96006664.63
Montana,2025-10-01,28935705.90
West Virginia,2023-10-01,6279160.42
Puerto Rico,2024-08-01,37051632.69
Puerto Rico,2022-11-01,17497148.48
Vermont,2024-01-01,10636171.17
New Brunswick,2024-12-01,1921045.95
Nevada,2024-04-01,73437536.71
British Columbia,2025-06-01,59924615.50
Nevada,2022-10-01,69693889.93
New Mexico,2023-05-01,46218788.41
Puerto Rico,2023-03-01,21728853.13
Mississippi,2024-10-01,11155752.61
Manitoba,2023-06-01,12950304.53
British Columbia,2025-07-01,64472344.87
Manitoba,2023-08-01,13913447.49
West Virginia,2025-07-01,8046688.18
New Hampshire,2022-10-01,1004089.02
District of Columbia,2024-09-01,3630978.31
New Hampshire,2025-07-01,870756.71
Utah,2024-07-01,13653892.34
South Dakota,2025-05-01,6413080.92
District of Columbia,2025-06-01,5820155.04
New Hampshire,2022-12-01,957439.60
Nova Scotia,2025-09-01,6143767.08
North Dakota,2023-07-01,1213038.71
Hawaii,2024-03-01,3107947.55
Rhode Island,2025-08-01,8908711.27
Nova Scotia,2023-04-01,1525792.02
Delaware,2023-03-01,3482741.83
Rhode Island,2025-12-01,9402433.24
Utah,2026-02-01,14794302.87
North Dakota,2024-09-01,1438122.37
Rhode Island,2024-03-01,7515475.98
Yukon,2024-03-01,615389.47
North Dakota,2023-09-01,1420048.33
Nunavut,2025-01-01,1386861.12
Northern Mariana Islands,2022-12-01,0.00
South Carolina,2023-02-01,0.00
Northern Mariana Islands,2023-06-01,0.00
Florida,2022-10-01,132507585.48
Florida,2023-04-01,140532773.09
Florida,2024-09-01,168950421.98
Missouri,2025-05-01,134047541.46
Pennsylvania,2023-04-01,86389254.38
Florida,2024-05-01,162709534.11
Washington,2023-10-01,82524711.03
Colorado,2023-02-01,126356238.85
Oklahoma,2025-03-01,120852266.78
Illinois,2022-11-01,129674550.62
Oregon,2024-04-01,83573355.23
Maine,2022-12-01,25069767.32
Alberta,2026-02-01,49235833.72
Missouri,2025-03-01,132060136.83
Maryland,2025-03-01,98825548.05
Oklahoma,2023-03-01,131822946.93
Ohio,2025-05-01,89632375.18
Ontario,2025-10-01,190246379.01
Maine,2024-07-01,42464154.82
Mississippi,2026-02-01,15180624.44
Missouri,2025-09-01,119977236.79
Nevada,2026-02-01,59530778.82
Vermont,2024-12-01,12043658.85
Maine,2023-10-01,43506502.90
Montana,2024-11-01,27408356.79
Alberta,2023-01-01,63661945.30
Virginia,2025-05-01,16528889.97
British Columbia,2024-07-01,62355217.90
Puerto Rico,2023-10-01,62972892.56
Connecticut,2026-03-01,23795088.28
New Jersey,2023-07-01,59100265.01
West Virginia,2024-06-01,7712696.21
Hawaii,2024-05-01,3021596.10
Saskatchewan,2024-09-01,9831762.50
Montana,2025-08-01,30356066.37
Alaska,2023-08-01,20197424.23
Vermont,2025-03-01,11963500.14
Vermont,2023-08-01,10458787.60
West Virginia,2024-10-01,7998817.67
Puerto Rico,2023-09-01,65109221.21
Utah,2024-08-01,14221266.41
Minnesota,2024-03-01,12952389.34
New Brunswick,2025-10-01,2143789.95
Alaska,2023-04-01,19466410.97
Virginia,2024-06-01,14904676.20
Connecticut,2023-04-01,21811088.60
New Jersey,2023-08-01,61611786.63
West Virginia,2025-11-01,7645801.50
Vermont,2022-11-01,4482312.15
Nova Scotia,2024-04-01,866189.72
Newfoundland and Labrador,2023-11-01,6246975.28
Connecticut,2023-05-01,22946832.58
Connecticut,2022-12-01,18259877.77
South Dakota,2024-02-01,5351451.32
Newfoundland and Labrador,2024-08-01,6948736.54
Rhode Island,2023-12-01,7490103.99
Nova Scotia,2025-07-01,4241962.96
Delaware,2024-08-01,2787508.87
Yukon,2023-11-01,731268.29
Newfoundland and Labrador,2026-02-01,6768669.85
North Dakota,2023-08-01,1453825.93
Texas,2025-01-01,233136.41
Delaware,2025-05-01,1838696.57
Iowa,2023-10-01,1232013.55
North Dakota,2025-02-01,1435011.04
Iowa,2025-01-01,1148802.23
North Dakota,2025-05-01,1484193.63
Georgia,2024-04-01,787067.65
Texas,2024-08-01,368344.88
Iowa,2025-02-01,1083103.55
Rhode Island,2024-09-01,7305233.39
Iowa,2024-01-01,1246881.16
Nunavut,2023-02-01,600634.40
North Carolina,2024-05-01,443791.45
Florida,2025-08-01,171843526.06
Florida,2023-05-01,135179899.22
Montana,2024-07-01,28960246.20
Washington,2023-08-01,86991350.24
Oklahoma,2023-07-01,128956227.31
Alaska,2024-02-01,16635487.59
Michigan,2025-11-01,261421352.12
California,2023-02-01,358212849.85
California,2023-09-01,362256529.59
Oregon,2025-04-01,80627982.89
Arizona,2024-01-01,111772737.87
Ontario,2025-12-01,184194842.27
Nevada,2026-01-01,62405474.60
Colorado,2023-09-01,129576474.68
Maryland,2026-01-01,99685352.93
Maryland,2025-08-01,102113667.86
New Jersey,2025-09-01,97166758.89
Arizona,2024-09-01,94798506.10
Washington,2026-02-01,84649769.41
Washington,2024-03-01,88609477.21
Massachusetts,2025-08-01,162077324.22
Alberta,2025-05-01,55978382.90
Missouri,2024-08-01,127416561.07
Ohio,2026-03-01,107061959.21
British Columbia,2025-04-01,60492620.83
Colorado,2023-12-01,117891784.82
Massachusetts,2022-11-01,145655489.07
Montana,2024-10-01,28437069.41
Maryland,2024-04-01,92926537.14
Nevada,2022-12-01,64894081.71
New Mexico,2024-09-01,47460098.41
New Mexico,2022-09-01,38980246.69
South Dakota,2023-03-01,3405598.12
South Dakota,2024-03-01,5662561.24
Minnesota,2026-03-01,25396701.76
Delaware,2025-08-01,5703600.74
Oregon,2023-02-01,74448123.61
Ohio,2025-12-01,100323599.71
Maine,2025-06-01,41241477.35
Puerto Rico,2024-06-01,36061741.64
Missouri,2025-08-01,131616029.43
Ohio,2024-01-01,46532624.78
Puerto Rico,2025-11-01,10295716.89
Alaska,2024-07-01,18591438.85
Puerto Rico,2024-01-01,51781495.49
Montana,2023-03-01,27872962.99
District of Columbia,2025-04-01,6254900.77
New Jersey,2022-09-01,37305116.86
Vermont,2022-12-01,5712768.26
Maine,2025-05-01,41239480.05
Manitoba,2024-04-01,11284195.75
Saskatchewan,2023-05-01,9972506.22
South Dakota,2023-07-01,3625294.91
Utah,2022-11-01,6478228.45
Connecticut,2024-04-01,24164025.85
West Virginia,2025-10-01,8126041.40
Newfoundland and Labrador,2024-06-01,5813471.27
New Brunswick,2023-09-01,1244330.89
New Brunswick,2024-02-01,1297281.60
North Dakota,2023-03-01,1404024.02
New Hampshire,2025-12-01,900785.40
Nunavut,2022-10-01,440732.88
District of Columbia,2023-08-01,4182234.81
New Brunswick,2025-05-01,2116147.20
Texas,2024-05-01,225016.62
North Dakota,2024-03-01,1557161.39
Texas,2023-11-01,425901.26
Utah,2023-01-01,6189985.07
New Brunswick,2022-10-01,2644944.54
New Hampshire,2022-09-01,1062324.27
New Hampshire,2026-03-01,757387.61
Nunavut,2024-09-01,879685.01
Texas,2024-04-01,223054.18
Iowa,2024-07-01,1132626.99
South Carolina,2023-08-01,0.00
South Dakota,2026-03-01,5965424.81
California,2026-02-01,309909640.36
Washington,2025-01-01,97252327.53
Michigan,2023-10-01,277191115.29
Michigan,2024-07-01,289848044.31
New Jersey,2025-11-01,99712416.10
New York,2025-11-01,154203488.09
Missouri,2024-12-01,132144367.97
Alaska,2024-06-01,17922791.61
Oklahoma,2025-02-01,112927036.60
Ontario,2023-12-01,234039742.48
Oklahoma,2026-02-01,94738525.33
Michigan,2024-08-01,297407792.27
Michigan,2022-10-01,210998244.45
Ontario,2024-12-01,193857017.73
Michigan,2024-09-01,268743495.79
Massachusetts,2025-06-01,151180963.35
Pennsylvania,2026-02-01,88115606.25
Oklahoma,2025-08-01,112775471.57
New Mexico,2023-03-01,48219606.10
Illinois,2023-04-01,133657462.75
Massachusetts,2025-10-01,155989025.70
Missouri,2023-06-01,120619406.25
Mississippi,2024-09-01,10170344.81
Ohio,2024-02-01,42882293.43
Puerto Rico,2024-02-01,50659018.34
Newfoundland and Labrador,2023-09-01,5841690.75
Mississippi,2024-11-01,11157085.82
Puerto Rico,2025-06-01,13103598.52
Connecticut,2026-01-01,24670590.36
Saskatchewan,2025-04-01,8453726.19
New York,2022-10-01,18668661.53
Minnesota,2026-01-01,24171829.29
Hawaii,2024-12-01,3144271.15
New Mexico,2025-11-01,44691848.18
Connecticut,2024-11-01,24606887.09
Vermont,2023-06-01,9383763.60
District of Columbia,2024-02-01,4136480.57
South Dakota,2025-07-01,6583549.33
Arkansas,2024-05-01,23017397.84
Nevada,2023-10-01,70786759.45
Arkansas,2025-10-01,24592208.86
District of Columbia,2024-10-01,4013032.92
Hawaii,2026-02-01,2715516.38
Arkansas,2024-03-01,22912989.07
Hawaii,2023-02-01,2824849.20
Arkansas,2024-04-01,22932339.84
Utah,2024-06-01,13428285.40
Minnesota,2024-02-01,12126080.03
Newfoundland and Labrador,2024-01-01,6427374.65
Utah,2025-12-01,16799206.70
Hawaii,2024-02-01,3149231.88
Newfoundland and Labrador,2024-05-01,6422680.87
Newfoundland and Labrador,2024-11-01,6787256.09
Arkansas,2024-12-01,24151727.72
Virginia,2022-09-01,3850938.59
West Virginia,2023-02-01,4128557.13
New Hampshire,2024-04-01,801235.43
Nunavut,2025-02-01,1166600.86
District of Columbia,2023-10-01,3983359.94
Hawaii,2025-06-01,2883302.60
Virginia,2024-03-01,14607883.59
Rhode Island,2026-01-01,9627948.87
Texas,2023-07-01,856967.68
Delaware,2025-10-01,5816732.66
Hawaii,2024-09-01,3138856.26
Texas,2025-08-01,206712.51
