STATE,SALES_MONTH,STATE_PRICE
New Mexico,2024-08-01,6.88333092
Colorado,2025-08-01,6.89701832
Arizona,2023-12-01,6.90125883
New Hampshire,2025-10-01,6.90700980
California,2025-10-01,6.91160273
Florida,2024-06-01,6.91366075
Newfoundland and Labrador,2024-05-01,6.91529412
Michigan,2023-01-01,6.91943156
Florida,2024-03-01,6.92712353
Texas,2024-09-01,6.92733333
California,2023-02-01,6.92742964
California,2025-09-01,6.94296127
New Hampshire,2023-07-01,6.94394089
Oregon,2023-12-01,6.94563942
California,2023-01-01,6.94850787
California,2025-12-01,6.94931342
Newfoundland and Labrador,2023-11-01,6.94978175
Massachusetts,2024-06-01,6.95222567
British Columbia,2025-07-01,6.95228354
New Mexico,2024-10-01,6.95458391
New Mexico,2024-11-01,6.95826564
Nevada,2026-04-01,6.95922763
Massachusetts,2024-09-01,6.95955823
Colorado,2025-06-01,6.96105304
Massachusetts,2024-04-01,6.96239427
West Virginia,2024-09-01,6.96295306
Michigan,2022-12-01,6.96691236
Colorado,2025-10-01,6.97011980
Pennsylvania,2024-08-01,6.97021363
New Mexico,2024-05-01,6.97108694
Newfoundland and Labrador,2023-09-01,6.97688391
British Columbia,2026-01-01,6.98011476
Ohio,2023-10-01,6.98449545
Michigan,2023-08-01,6.99063842
California,2023-04-01,6.99130636
New Hampshire,2023-06-01,6.99834061
Manitoba,2024-06-01,7.00018937
Newfoundland and Labrador,2023-08-01,7.00200000
British Columbia,2025-11-01,7.00558829
Massachusetts,2024-05-01,7.00569253
California,2023-05-01,7.00641715
Newfoundland and Labrador,2024-06-01,7.01991111
New Mexico,2024-02-01,7.02134942
Massachusetts,2024-08-01,7.02259304
California,2023-11-01,7.02581554
Colorado,2025-07-01,7.03721653
Colorado,2024-09-01,7.04353994
Arkansas,2023-06-01,7.04389324
Colorado,2023-12-01,7.04923270
Colorado,2023-11-01,7.05917535
Manitoba,2023-07-01,7.06450064
New Mexico,2024-09-01,7.06484805
South Dakota,2025-12-01,7.06739685
Colorado,2024-11-01,7.06856290
British Columbia,2025-08-01,7.07211391
Newfoundland and Labrador,2023-12-01,7.08170678
Hawaii,2025-08-01,7.08230148
Arizona,2023-09-01,7.08289047
British Columbia,2025-09-01,7.08465432
British Columbia,2025-05-01,7.09039710
Montana,2025-05-01,7.09131368
Pennsylvania,2024-07-01,7.09292719
Nova Scotia,2024-12-01,7.09402439
Nova Scotia,2025-03-01,7.09524390
Nova Scotia,2025-04-01,7.09792683
California,2023-03-01,7.09923716
Colorado,2023-10-01,7.10465101
Manitoba,2023-08-01,7.10919089
Nevada,2026-03-01,7.10934865
Colorado,2024-03-01,7.11105967
Colorado,2024-02-01,7.11106892
Pennsylvania,2024-06-01,7.11126221
Montana,2025-04-01,7.11317808
California,2023-09-01,7.11440414
Colorado,2024-01-01,7.11527841
Michigan,2023-02-01,7.11699314
Colorado,2025-02-01,7.11934148
Newfoundland and Labrador,2024-01-01,7.12039735
Manitoba,2024-09-01,7.12257788
Michigan,2024-03-01,7.12442526
Colorado,2025-05-01,7.13320577
Colorado,2024-12-01,7.13470429
Michigan,2022-11-01,7.13698720
California,2025-07-01,7.13869808
California,2025-08-01,7.15295972
Massachusetts,2024-07-01,7.15362284
Colorado,2024-10-01,7.15780119
Alberta,2024-06-01,7.15917456
California,2025-06-01,7.16091400
Arkansas,2023-05-01,7.16095247
Hawaii,2026-05-01,7.16408223
Massachusetts,2024-03-01,7.16530474
Newfoundland and Labrador,2023-07-01,7.16612371
Montana,2025-07-01,7.16714997
Newfoundland and Labrador,2024-03-01,7.16785377
Montana,2026-05-01,7.16847582
South Dakota,2025-09-01,7.16917472
Texas,2025-01-01,7.17600000
Nevada,2026-05-01,7.17640427
Montana,2025-03-01,7.18656933
Michigan,2024-02-01,7.19307809
Colorado,2024-04-01,7.19381479
Colorado,2025-04-01,7.20201635
Alberta,2023-04-01,7.20435939
Alberta,2023-03-01,7.20443435
Colorado,2024-05-01,7.21122352
Arkansas,2023-04-01,7.21123209
Newfoundland and Labrador,2023-10-01,7.21217300
Montana,2026-04-01,7.21509496
Colorado,2024-06-01,7.21541710
Montana,2025-06-01,7.21629397
Manitoba,2023-11-01,7.21802832
British Columbia,2025-12-01,7.21868607
New Mexico,2023-08-01,7.22334184
Nevada,2026-02-01,7.22374329
Manitoba,2024-10-01,7.22443377
California,2025-05-01,7.22455265
Manitoba,2023-10-01,7.22467932
British Columbia,2025-04-01,7.22684522
Manitoba,2024-05-01,7.22923383
Ontario,2024-11-01,7.23442634
Newfoundland and Labrador,2024-02-01,7.23464368
Colorado,2024-08-01,7.23532378
Colorado,2025-03-01,7.23532529
Colorado,2025-01-01,7.23678706
Pennsylvania,2024-04-01,7.23712040
Michigan,2023-09-01,7.23795576
Michigan,2023-12-01,7.24509852
Montana,2026-03-01,7.24587515
Michigan,2024-01-01,7.24841588
British Columbia,2026-02-01,7.25152129
Montana,2025-01-01,7.25198997
Nevada,2025-12-01,7.25462552
Montana,2025-08-01,7.25695696
Nevada,2025-11-01,7.26091073
Newfoundland and Labrador,2023-06-01,7.26215983
Pennsylvania,2024-05-01,7.26396113
New Mexico,2023-09-01,7.26666512
California,2022-12-01,7.27301659
Michigan,2023-11-01,7.27470705
Colorado,2024-07-01,7.27564625
Nova Scotia,2025-02-01,7.27587500
New Mexico,2023-07-01,7.27670698
British Columbia,2026-03-01,7.27784845
Newfoundland and Labrador,2023-04-01,7.28378261
Nevada,2026-01-01,7.28738980
Nova Scotia,2025-01-01,7.28837500
Alberta,2023-06-01,7.29794603
Alberta,2023-02-01,7.29843184
British Columbia,2025-02-01,7.30273489
British Columbia,2026-04-01,7.30502735
Maryland,2022-12-01,7.30763657
Ontario,2024-10-01,7.30995610
Arizona,2023-08-01,7.31264064
Montana,2025-02-01,7.31435735
New Mexico,2023-10-01,7.32003725
Manitoba,2023-06-01,7.32126337
Manitoba,2024-04-01,7.32313639
Manitoba,2023-12-01,7.32781036
Newfoundland and Labrador,2023-05-01,7.32974026
Alberta,2023-05-01,7.34634067
Alberta,2024-07-01,7.34823356
British Columbia,2026-05-01,7.35286682
South Dakota,2026-04-01,7.35481590
Pennsylvania,2024-03-01,7.35585092
Ontario,2025-02-01,7.36295765
Maryland,2022-11-01,7.37823149
Manitoba,2024-07-01,7.37824786
Alberta,2024-05-01,7.37873936
British Columbia,2025-10-01,7.39255626
Ontario,2024-09-01,7.40791146
Manitoba,2023-09-01,7.40868530
Ontario,2024-12-01,7.40897615
New Mexico,2023-11-01,7.41728973
California,2023-10-01,7.42300947
Rhode Island,2025-11-01,7.42764485
Pennsylvania,2023-11-01,7.42766933
Alberta,2023-09-01,7.42951261
Alberta,2022-09-01,7.43347398
Ontario,2025-03-01,7.43455454
Alberta,2022-11-01,7.44432685
Maryland,2023-04-01,7.44583733
Saskatchewan,2024-12-01,7.44938914
Maryland,2023-05-01,7.46335403
Manitoba,2024-08-01,7.47066380
Ontario,2025-01-01,7.47472623
Michigan,2023-10-01,7.47862167
British Columbia,2025-03-01,7.49012651
Yukon,2023-10-01,7.49116667
Rhode Island,2025-03-01,7.49359386
Illinois,2026-04-01,7.49663057
Pennsylvania,2024-02-01,7.50941734
Massachusetts,2024-02-01,7.51664448
Maine,2025-11-01,7.51858246
Arkansas,2023-03-01,7.53694505
New Mexico,2023-06-01,7.54972417
Colorado,2022-11-01,7.55158929
Hawaii,2025-07-01,7.55235890
Maryland,2023-01-01,7.55836653
Texas,2024-08-01,7.56728571
Nevada,2025-10-01,7.57180821
Nevada,2025-09-01,7.57755028
California,2022-11-01,7.58554256
Colorado,2022-10-01,7.59787917
New Mexico,2024-01-01,7.59869050
Maryland,2023-03-01,7.60295072
British Columbia,2025-01-01,7.60444240
Colorado,2022-09-01,7.60686207
California,2022-09-01,7.61836762
Pennsylvania,2023-12-01,7.61986200
Colorado,2022-12-01,7.62185122
New Mexico,2023-04-01,7.62402571
Colorado,2023-01-01,7.62412032
Alberta,2022-12-01,7.62445975
Arkansas,2023-02-01,7.63073644
Texas,2024-11-01,7.63136364
Hawaii,2025-05-01,7.63379205
Hawaii,2024-11-01,7.63827957
Manitoba,2023-04-01,7.63890434
Maryland,2023-02-01,7.64579045
Rhode Island,2025-10-01,7.64993649
Manitoba,2023-01-01,7.65644933
Massachusetts,2023-12-01,7.65880791
Rhode Island,2025-04-01,7.66382907
Pennsylvania,2024-01-01,7.66389809
Maine,2026-01-01,7.66470269
Maine,2025-09-01,7.66740243
Missouri,2024-10-01,7.66760465
Rhode Island,2026-04-01,7.67187249
Alberta,2024-11-01,7.67526381
British Columbia,2024-11-01,7.68318037
Nevada,2025-08-01,7.68701026
South Dakota,2024-11-01,7.68766120
British Columbia,2024-12-01,7.69169662
Rhode Island,2025-12-01,7.69240056
Hawaii,2026-03-01,7.69348875
Manitoba,2022-12-01,7.69456369
South Dakota,2025-10-01,7.69694294
California,2022-10-01,7.70141023
South Dakota,2025-04-01,7.70393160
Massachusetts,2024-01-01,7.70596246
Arkansas,2023-01-01,7.71244147
Rhode Island,2025-01-01,7.71428358
Massachusetts,2023-10-01,7.71833345
Ontario,2024-08-01,7.71916401
Rhode Island,2026-05-01,7.72091671
Rhode Island,2025-02-01,7.73150148
New Mexico,2023-12-01,7.73715306
Rhode Island,2025-07-01,7.73763726
Massachusetts,2023-09-01,7.73852779
Arizona,2023-07-01,7.73876022
Alberta,2024-10-01,7.75560324
British Columbia,2024-10-01,7.75723162
Maryland,2022-10-01,7.75818870
South Dakota,2025-11-01,7.76243937
South Dakota,2026-01-01,7.76399150
Michigan,2022-10-01,7.76751132
Ontario,2024-06-01,7.76823537
Manitoba,2023-02-01,7.76920336
Alberta,2024-08-01,7.77154135
Maine,2026-02-01,7.77351127
Maine,2026-03-01,7.77373938
Maine,2025-10-01,7.77615967
Rhode Island,2025-09-01,7.77659973
Missouri,2025-12-01,7.77667653
Ontario,2024-07-01,7.77752692
British Columbia,2024-09-01,7.77819388
Maine,2026-05-01,7.78747238
Manitoba,2024-12-01,7.78748529
Missouri,2026-05-01,7.79157004
Missouri,2025-11-01,7.79389540
Montana,2023-10-01,7.79557237
Illinois,2026-05-01,7.79968578
Nevada,2025-07-01,7.80347216
Missouri,2026-04-01,7.80400195
New Mexico,2023-05-01,7.80461377
Manitoba,2024-02-01,7.80596829
Massachusetts,2023-11-01,7.80664328
Hawaii,2024-08-01,7.81505576
Rhode Island,2024-10-01,7.81686772
Arkansas,2022-12-01,7.82004009
Maine,2026-04-01,7.82336454
Ohio,2024-03-01,7.82597506
South Dakota,2025-07-01,7.83239221
Maine,2025-12-01,7.83408597
Maine,2024-02-01,7.83445578
Rhode Island,2024-12-01,7.84086765
Manitoba,2023-03-01,7.84172912
Rhode Island,2025-08-01,7.85287320
Illinois,2026-03-01,7.85611520
Maine,2025-08-01,7.85760758
Rhode Island,2026-03-01,7.86057174
Rhode Island,2026-01-01,7.86265863
Texas,2024-06-01,7.86529412
Connecticut,2022-09-01,7.86580394
Hawaii,2025-02-01,7.86585789
Manitoba,2023-05-01,7.86915983
Arizona,2023-06-01,7.87004936
Mississippi,2025-02-01,7.87076391
Pennsylvania,2023-09-01,7.87154232
Arkansas,2022-11-01,7.87405642
Alberta,2024-03-01,7.88534309
Hawaii,2026-02-01,7.88710843
Montana,2026-02-01,7.88832399
Nevada,2025-05-01,7.89286781
South Dakota,2026-03-01,7.89614613
British Columbia,2024-08-01,7.89978719
Missouri,2026-03-01,7.90303249
Maine,2025-04-01,7.90338872
Ohio,2025-11-01,7.90466607
South Dakota,2025-05-01,7.91053632
Hawaii,2026-04-01,7.91333856
Ontario,2024-04-01,7.91400281
Ohio,2025-10-01,7.92065469
Connecticut,2022-12-01,7.92263971
Montana,2026-01-01,7.92442620
Connecticut,2022-10-01,7.92675935
Pennsylvania,2023-10-01,7.92787893
Rhode Island,2024-11-01,7.92834951
Missouri,2024-08-01,7.93334998
Nevada,2025-06-01,7.93682945
Manitoba,2024-03-01,7.94075272
Rhode Island,2026-02-01,7.94139581
South Dakota,2026-02-01,7.94148582
Maine,2025-02-01,7.94476840
Mississippi,2025-01-01,7.94497338
Maine,2025-07-01,7.94538357
South Dakota,2024-12-01,7.94754833
Connecticut,2022-11-01,7.94774806
Maine,2025-05-01,7.94829349
Michigan,2022-09-01,7.95005737
South Dakota,2025-08-01,7.96139462
Ohio,2025-12-01,7.96199695
Missouri,2024-12-01,7.96818871
Missouri,2024-09-01,7.96968429
Mississippi,2025-06-01,7.97231989
Missouri,2026-02-01,7.97242914
Mississippi,2026-04-01,7.97549708
Nevada,2025-04-01,7.97604129
Missouri,2024-07-01,7.97908787
Maine,2025-03-01,7.98036094
British Columbia,2024-06-01,7.98262070
Rhode Island,2025-06-01,7.98630155
Missouri,2025-10-01,7.98668775
Missouri,2026-01-01,7.99322569
Alberta,2024-02-01,7.99590310
Mississippi,2024-09-01,7.99613035
Massachusetts,2023-08-01,7.99752090
Montana,2023-09-01,8.00191444
New Mexico,2022-11-01,8.00961348
Maryland,2022-09-01,8.01089779
Ohio,2026-02-01,8.02319164
Hawaii,2025-06-01,8.02797823
Newfoundland and Labrador,2023-03-01,8.03000000
British Columbia,2024-07-01,8.03257899
Maryland,2026-04-01,8.03337000
Manitoba,2022-09-01,8.03875582
Illinois,2025-12-01,8.03945195
Ohio,2026-03-01,8.03963801
Massachusetts,2023-07-01,8.04039472
Ohio,2026-01-01,8.04554021
Alberta,2024-04-01,8.05481442
Manitoba,2022-10-01,8.05773699
Maine,2025-01-01,8.05972240
Nevada,2024-11-01,8.06157590
Hawaii,2026-01-01,8.06513428
South Dakota,2025-03-01,8.06601599
Ohio,2026-04-01,8.07347091
Manitoba,2024-01-01,8.07404624
Manitoba,2022-11-01,8.07856305
Mississippi,2024-11-01,8.08775188
Maine,2023-06-01,8.09164862
Rhode Island,2024-09-01,8.09676037
Newfoundland and Labrador,2022-12-01,8.09777961
Maine,2024-04-01,8.09883843
Louisiana,2023-02-01,8.10390000
Montana,2024-12-01,8.10494206
Rhode Island,2025-05-01,8.10620347
Missouri,2024-11-01,8.10653484
Maine,2023-05-01,8.10783817
Maine,2024-12-01,8.11059781
Missouri,2025-09-01,8.11165330
Mississippi,2025-03-01,8.11470709
Illinois,2026-02-01,8.11643437
Alberta,2023-08-01,8.11709792
Newfoundland and Labrador,2023-01-01,8.11841270
Mississippi,2024-12-01,8.11966554
Arkansas,2022-09-01,8.12609324
Arkansas,2022-10-01,8.12737434
Hawaii,2024-10-01,8.12893482
Massachusetts,2023-06-01,8.13206054
Mississippi,2025-05-01,8.13248889
Massachusetts,2023-05-01,8.13297788
Maine,2024-05-01,8.13601095
Maryland,2026-05-01,8.13980312
Connecticut,2023-09-01,8.14966579
Pennsylvania,2023-07-01,8.15212479
Hawaii,2024-12-01,8.15252650
Mississippi,2024-07-01,8.15628829
Maine,2025-06-01,8.15846576
Maine,2024-06-01,8.15891292
Ontario,2023-08-01,8.15936805
Mississippi,2025-04-01,8.16334783
Pennsylvania,2023-08-01,8.16429516
Nevada,2025-03-01,8.16905070
Nevada,2024-12-01,8.17110369
South Dakota,2025-06-01,8.17447200
Illinois,2026-01-01,8.17638873
Hawaii,2024-09-01,8.18048193
Maine,2023-10-01,8.18191655
Nevada,2025-02-01,8.18748366
Ontario,2023-06-01,8.18937614
Ohio,2025-09-01,8.18964035
Missouri,2025-04-01,8.19036988
Maine,2024-11-01,8.19408829
Missouri,2025-01-01,8.19732341
Maine,2023-11-01,8.19751900
Maine,2024-03-01,8.19946447
Missouri,2025-02-01,8.20000954
South Dakota,2025-02-01,8.20130683
New Mexico,2022-12-01,8.20363351
Maine,2024-07-01,8.20439521
Arizona,2023-10-01,8.20504831
Mississippi,2025-10-01,8.20585054
Hawaii,2025-04-01,8.20895137
Nevada,2025-01-01,8.21143658
Arizona,2023-05-01,8.21405413
Ontario,2024-05-01,8.21497331
Maryland,2025-12-01,8.21933320
British Columbia,2024-05-01,8.22005222
Rhode Island,2024-08-01,8.22532886
Arizona,2022-11-01,8.22955234
Alberta,2023-01-01,8.22992473
Ontario,2023-09-01,8.23015659
Illinois,2025-11-01,8.23051628
Mississippi,2024-10-01,8.23589179
Hawaii,2024-07-01,8.23727740
Nevada,2024-08-01,8.24584195
Ontario,2023-07-01,8.24744066
Newfoundland and Labrador,2022-11-01,8.25401274
Maine,2023-12-01,8.25451022
Alberta,2022-10-01,8.25548629
Maine,2022-09-01,8.26032038
Missouri,2025-08-01,8.26906001
Maine,2023-04-01,8.27002440
Newfoundland and Labrador,2022-10-01,8.27106154
Ohio,2024-04-01,8.27154863
Mississippi,2024-06-01,8.27655367
Maine,2024-09-01,8.27919941
New York,2022-12-01,8.27927804
Maryland,2025-11-01,8.28086516
Newfoundland and Labrador,2023-02-01,8.28388773
Louisiana,2023-04-01,8.28800595
Maine,2023-08-01,8.28839314
Maryland,2026-03-01,8.28877497
Nevada,2024-09-01,8.29058098
Maine,2023-07-01,8.29082111
Maryland,2026-02-01,8.29294901
Maine,2024-10-01,8.29503622
Alberta,2023-12-01,8.29762963
Ontario,2023-04-01,8.29875109
Mississippi,2026-01-01,8.29943456
Alberta,2023-11-01,8.30313467
Montana,2023-11-01,8.30957429
Mississippi,2025-09-01,8.31245718
South Dakota,2025-01-01,8.31517232
Nevada,2024-10-01,8.31819715
Ontario,2023-02-01,8.32197151
Mississippi,2026-05-01,8.32481554
Illinois,2025-10-01,8.32994567
Maine,2023-09-01,8.33228851
Missouri,2024-04-01,8.33360210
Illinois,2025-04-01,8.33501248
Missouri,2025-07-01,8.33546632
Ohio,2023-08-01,8.34426050
Hawaii,2025-01-01,8.35519591
Ontario,2023-03-01,8.35766319
Mississippi,2024-04-01,8.35834281
Ontario,2023-05-01,8.36203189
Mississippi,2025-07-01,8.36368457
Newfoundland and Labrador,2022-09-01,8.36545879
Rhode Island,2024-07-01,8.36718813
Ontario,2024-03-01,8.36953170
Maine,2024-08-01,8.37230174
Manitoba,2025-02-01,8.37320034
Maine,2024-01-01,8.38222273
Ohio,2025-08-01,8.38464657
Illinois,2025-09-01,8.39132755
Maryland,2026-01-01,8.39293706
Mississippi,2026-03-01,8.39688328
Mississippi,2025-08-01,8.39691175
Mississippi,2026-02-01,8.39847914
Vermont,2022-10-01,8.40022333
Pennsylvania,2023-05-01,8.40518950
Mississippi,2024-05-01,8.41310693
Maine,2022-10-01,8.41459891
Connecticut,2023-01-01,8.41541547
New Mexico,2022-10-01,8.41579480
Alberta,2024-01-01,8.41626353
Mississippi,2025-12-01,8.42053287
Ohio,2025-04-01,8.42289465
Maine,2023-02-01,8.43080031
Maryland,2023-06-01,8.43181875
Maine,2022-11-01,8.44143320
Rhode Island,2024-01-01,8.44185212
Rhode Island,2023-12-01,8.44221971
Maine,2023-03-01,8.44340889
Missouri,2025-06-01,8.44492377
Missouri,2024-06-01,8.44550215
Ontario,2022-12-01,8.45648985
Mississippi,2024-02-01,8.46381175
Missouri,2025-05-01,8.46410598
Missouri,2024-05-01,8.46462178
Rhode Island,2024-05-01,8.46676593
Rhode Island,2023-11-01,8.47024521
British Columbia,2024-04-01,8.47065384
New Mexico,2023-01-01,8.47371275
Manitoba,2025-01-01,8.47826196
Illinois,2025-08-01,8.48090869
Rhode Island,2024-06-01,8.48291608
Rhode Island,2024-04-01,8.48433859
Mississippi,2022-11-01,8.48652174
Alberta,2023-10-01,8.48831515
Illinois,2025-05-01,8.49049045
Arizona,2022-10-01,8.49588060
Ohio,2024-05-01,8.49609257
Pennsylvania,2023-06-01,8.49885398
Missouri,2023-01-01,8.50213171
Maine,2022-12-01,8.50356253
Massachusetts,2023-04-01,8.50893894
Mississippi,2024-08-01,8.51417084
New Mexico,2022-09-01,8.51961347
Mississippi,2025-11-01,8.52062315
Nevada,2024-07-01,8.52106682
Ontario,2023-11-01,8.52908770
New York,2022-11-01,8.53334383
Ontario,2023-12-01,8.53395198
Pennsylvania,2023-04-01,8.54172106
Ontario,2024-01-01,8.54271569
Arizona,2022-12-01,8.54591984
Missouri,2025-03-01,8.54659367
Nevada,2024-04-01,8.55535039
Ontario,2022-11-01,8.56131888
Missouri,2022-12-01,8.56374100
Illinois,2025-03-01,8.56733745
Arizona,2023-04-01,8.57087316
Nevada,2024-06-01,8.57308158
Rhode Island,2024-03-01,8.57953191
New Mexico,2023-02-01,8.58764002
Alberta,2024-09-01,8.58923582
Hawaii,2025-03-01,8.59202946
Montana,2025-12-01,8.59262128
Ohio,2025-07-01,8.59720556
Nevada,2024-05-01,8.60026876
Maryland,2025-10-01,8.60146249
Mississippi,2024-01-01,8.60446212
New Mexico,2023-03-01,8.60831008
Montana,2024-08-01,8.61381875
Ontario,2024-02-01,8.61469940
Ohio,2023-07-01,8.61579611
Pennsylvania,2023-03-01,8.61816275
Nevada,2024-03-01,8.62023578
Louisiana,2022-12-01,8.62814286
Pennsylvania,2022-12-01,8.63061496
Ohio,2025-03-01,8.63116036
Montana,2024-10-01,8.63333149
Illinois,2025-06-01,8.64774643
Louisiana,2023-06-01,8.65872222
New York,2022-09-01,8.65988486
Maryland,2025-09-01,8.66092706
Ohio,2025-06-01,8.66330889
Pennsylvania,2022-09-01,8.66710730
Ohio,2026-05-01,8.68111050
Maryland,2025-08-01,8.68620038
Rhode Island,2024-02-01,8.68865817
Pennsylvania,2022-10-01,8.69186982
Ontario,2023-10-01,8.70216909
Ohio,2025-05-01,8.70225406
Maryland,2025-07-01,8.70801286
Ohio,2025-02-01,8.70822614
Ontario,2022-10-01,8.70981818
Delaware,2025-03-01,8.71513089
Ohio,2023-06-01,8.72440372
Illinois,2025-07-01,8.72640859
Montana,2024-04-01,8.73938087
Ontario,2022-09-01,8.74863551
Hawaii,2023-11-01,8.75216693
Illinois,2024-12-01,8.75246845
Alberta,2023-07-01,8.75423378
Illinois,2025-02-01,8.75478124
Nevada,2023-12-01,8.76070196
Montana,2024-07-01,8.76895001
Connecticut,2026-03-01,8.76945599
Nevada,2023-11-01,8.77061894
Connecticut,2026-04-01,8.77823916
Hawaii,2023-10-01,8.77893039
Mississippi,2022-12-01,8.77925620
British Columbia,2023-08-01,8.78013620
Pennsylvania,2023-01-01,8.78378026
Mississippi,2024-03-01,8.78482217
British Columbia,2023-09-01,8.79205033
Texas,2024-10-01,8.79372549
South Dakota,2024-10-01,8.80627935
Hawaii,2023-05-01,8.80831261
British Columbia,2023-05-01,8.82738796
Manitoba,2025-03-01,8.83063366
South Dakota,2024-08-01,8.83255148
Delaware,2024-11-01,8.83361905
Ontario,2023-01-01,8.83820549
Montana,2023-05-01,8.84889684
Missouri,2022-11-01,8.84890225
Montana,2023-04-01,8.85227421
British Columbia,2023-06-01,8.85481981
Pennsylvania,2023-02-01,8.85987081
South Dakota,2024-09-01,8.86529693
Nevada,2024-02-01,8.86666453
Hawaii,2023-06-01,8.87141856
Nevada,2024-01-01,8.87542979
Arizona,2022-09-01,8.87906695
Arizona,2023-03-01,8.88349927
Pennsylvania,2022-11-01,8.88413595
Delaware,2024-12-01,8.89118812
British Columbia,2023-07-01,8.90418460
Texas,2024-05-01,8.91158730
Connecticut,2026-05-01,8.91208344
Montana,2023-06-01,8.91276491
British Columbia,2024-03-01,8.91645808
Maryland,2025-06-01,8.92084092
Hawaii,2023-01-01,8.92215213
West Virginia,2025-06-01,8.92382147
Illinois,2025-01-01,8.92879223
Maryland,2025-04-01,8.93895954
Mississippi,2023-11-01,8.94311590
Montana,2025-11-01,8.95272048
Louisiana,2023-01-01,8.95939516
Missouri,2024-03-01,8.96436772
Montana,2023-08-01,8.97078655
Maine,2023-01-01,8.98010089
Montana,2023-12-01,8.99917632
Maryland,2025-05-01,9.00012397
British Columbia,2024-02-01,9.00294058
New York,2022-10-01,9.01882589
Massachusetts,2023-03-01,9.02355392
Rhode Island,2023-10-01,9.03284038
Montana,2023-07-01,9.04458335
Ohio,2025-01-01,9.04632906
Rhode Island,2023-09-01,9.05556250
British Columbia,2023-04-01,9.05607357
British Columbia,2022-12-01,9.05779871
British Columbia,2023-02-01,9.05850424
South Dakota,2024-07-01,9.05947459
Utah,2023-04-01,9.06047182
Arizona,2023-02-01,9.06611716
Louisiana,2023-05-01,9.06671348
Illinois,2024-11-01,9.06793640
British Columbia,2023-01-01,9.07154620
Montana,2023-03-01,9.07257474
Saskatchewan,2025-02-01,9.07406546
Missouri,2024-02-01,9.07731575
Missouri,2023-02-01,9.08555269
Missouri,2023-03-01,9.08974633
British Columbia,2022-11-01,9.09319702
Missouri,2023-12-01,9.09460722
Missouri,2022-10-01,9.09601858
British Columbia,2024-01-01,9.10051420
Delaware,2024-08-01,9.10248889
Rhode Island,2023-08-01,9.10518349
Mississippi,2023-12-01,9.11146006
Maryland,2024-12-01,9.11215245
Montana,2024-05-01,9.11402783
British Columbia,2023-12-01,9.11943229
Hawaii,2023-07-01,9.11956284
British Columbia,2023-11-01,9.14206931
Mississippi,2023-01-01,9.15208675
Missouri,2022-09-01,9.15634945
Ohio,2024-12-01,9.16000351
Utah,2023-08-01,9.16273611
Montana,2023-02-01,9.16732372
Hawaii,2024-06-01,9.16861702
Maryland,2025-03-01,9.18068065
Delaware,2024-10-01,9.18111607
New Brunswick,2023-11-01,9.18212121
Montana,2025-10-01,9.19077387
British Columbia,2023-10-01,9.19272889
Maryland,2024-11-01,9.19550516
British Columbia,2022-10-01,9.19784605
Hawaii,2023-08-01,9.19846018
Montana,2025-09-01,9.20239506
Louisiana,2023-03-01,9.20994253
Maryland,2024-09-01,9.21658331
Hawaii,2023-12-01,9.22188737
Montana,2022-12-01,9.23087843
New York,2024-02-01,9.23325323
Maryland,2024-08-01,9.23900285
British Columbia,2023-03-01,9.24029370
Delaware,2025-07-01,9.25169643
Maryland,2025-02-01,9.25324179
Maryland,2025-01-01,9.27804795
Rhode Island,2023-07-01,9.28517617
Saskatchewan,2025-03-01,9.29275909
West Virginia,2025-04-01,9.30813349
Ohio,2023-05-01,9.31246444
Arizona,2023-01-01,9.31383167
Montana,2024-01-01,9.33219700
New Brunswick,2026-02-01,9.33344828
Illinois,2024-10-01,9.33392013
South Dakota,2024-06-01,9.34394531
New Brunswick,2026-01-01,9.35345865
Montana,2023-01-01,9.35504058
Mississippi,2023-02-01,9.35595915
Maryland,2024-10-01,9.36239262
Montana,2022-11-01,9.36390901
Missouri,2024-01-01,9.36610910
Texas,2023-12-01,9.36844444
Alberta,2024-12-01,9.37211170
West Virginia,2025-07-01,9.38754591
Connecticut,2023-07-01,9.38945703
Missouri,2023-11-01,9.39418473
Massachusetts,2023-02-01,9.39627012
New Brunswick,2025-09-01,9.40824818
Hawaii,2023-02-01,9.41859206
Hawaii,2024-01-01,9.42890694
Rhode Island,2022-10-01,9.44421829
Texas,2024-04-01,9.44490909
Connecticut,2026-02-01,9.44634478
North Carolina,2024-04-01,9.45125000
Maryland,2024-07-01,9.45144768
Hawaii,2024-05-01,9.45315789
Connecticut,2023-04-01,9.45319417
Mississippi,2023-10-01,9.45365746
Delaware,2024-09-01,9.45672727
Connecticut,2023-05-01,9.45678613
South Dakota,2024-04-01,9.45736357
Nunavut,2024-05-01,9.45744186
Ohio,2023-04-01,9.45819242
Connecticut,2025-07-01,9.47046057
New York,2026-04-01,9.47112998
Utah,2023-09-01,9.48961702
Hawaii,2023-09-01,9.49135354
Connecticut,2023-06-01,9.49292842
South Dakota,2024-05-01,9.49925077
Hawaii,2023-04-01,9.50067642
Connecticut,2026-01-01,9.50386383
New York,2024-03-01,9.55135916
British Columbia,2022-09-01,9.55146740
New Brunswick,2025-11-01,9.55286624
Utah,2023-07-01,9.55395714
New Jersey,2026-05-01,9.55818582
Ohio,2024-06-01,9.56012454
Maryland,2024-04-01,9.56068727
Illinois,2024-09-01,9.56413349
Ohio,2024-11-01,9.57208896
