STATE,SALES_MONTH,TOTAL_DOLLARS
Nevada,2023-11-01,69198961.19
Puerto Rico,2023-11-01,54220639.34
Arizona,2023-11-01,113082187.41
California,2023-11-01,359815261.84
New York,2023-11-01,29755949.39
Mississippi,2023-11-01,7854561.33
Vermont,2023-11-01,9771323.44
New Brunswick,2023-11-01,1551568.42
Montana,2023-11-01,27679072.12
New Jersey,2023-11-01,74126922.44
Newfoundland and Labrador,2023-11-01,4711630.94
Quebec,2023-11-01,0.00
New Mexico,2023-11-01,47035060.55
District of Columbia,2023-11-01,2832387.16
Rhode Island,2023-11-01,7355707.58
Arkansas,2023-11-01,24806344.50
South Carolina,2023-11-01,0.00
Oregon,2023-11-01,79174635.12
Texas,2023-11-01,524603.70
Ontario,2023-11-01,185313968.31
Georgia,2023-11-01,753700.68
Louisiana,2023-11-01,3703725.99
Northern Mariana Islands,2023-11-01,0.00
Maine,2023-11-01,41283905.63
Virginia,2023-11-01,12450132.15
Pennsylvania,2023-11-01,94192135.01
Yukon,2023-11-01,521992.90
Washington,2023-11-01,81673481.78
Illinois,2023-11-01,140829522.18
Alaska,2023-11-01,18051594.57
New Hampshire,2023-11-01,745668.06
Hawaii,2023-11-01,3226182.21
British Columbia,2023-11-01,70029021.70
South Dakota,2023-11-01,5286087.70
Colorado,2023-11-01,111993895.19
Delaware,2023-11-01,2773614.49
North Dakota,2023-11-01,1456362.73
Maryland,2023-11-01,90231404.05
Massachusetts,2023-11-01,147891555.74
Florida,2023-11-01,159350915.49
Iowa,2023-11-01,1238974.45
Connecticut,2023-11-01,25928469.68
Utah,2023-11-01,12775162.99
Manitoba,2023-11-01,15069972.20
Oklahoma,2023-11-01,137547044.99
Minnesota,2023-11-01,4903484.82
Nova Scotia,2023-11-01,43194.51
Alberta,2023-11-01,78640878.57
Missouri,2023-12-01,124675432.00
Iowa,2023-12-01,1362911.25
Puerto Rico,2023-12-01,57843757.77
District of Columbia,2023-12-01,3084059.65
Oklahoma,2023-12-01,137679520.28
Maryland,2023-12-01,97159693.42
Montana,2023-12-01,27952024.95
Rhode Island,2023-12-01,7887393.51
Pennsylvania,2023-12-01,97349166.81
West Virginia,2023-12-01,6917952.31
Ohio,2023-12-01,46230529.20
British Columbia,2023-12-01,66224501.87
Virginia,2023-12-01,13207887.65
Florida,2023-12-01,160742769.67
Nunavut,2023-12-01,782118.21
Arkansas,2023-12-01,24820292.65
Oregon,2023-12-01,83909851.16
Texas,2023-12-01,437094.22
South Carolina,2023-12-01,0.00
Mississippi,2023-12-01,8548559.49
Michigan,2023-12-01,281639652.76
Maine,2023-12-01,41813274.05
New Jersey,2023-12-01,76026275.38
Saskatchewan,2023-12-01,13610349.75
New Brunswick,2023-12-01,1620674.05
Arizona,2023-12-01,118899723.23
South Dakota,2023-12-01,5348682.08
Ontario,2023-12-01,195325292.40
Massachusetts,2023-12-01,161347231.55
Georgia,2023-12-01,835977.74
New Mexico,2023-12-01,51106024.30
New York,2023-12-01,38997924.72
Northern Mariana Islands,2023-12-01,0.00
Hawaii,2023-12-01,3165803.88
Vermont,2023-12-01,10360681.35
Connecticut,2023-12-01,28083900.43
North Dakota,2023-12-01,1524621.02
Quebec,2023-12-01,0.00
New Hampshire,2023-12-01,763283.47
Nevada,2023-12-01,70674855.65
Washington,2023-12-01,91377393.02
Nova Scotia,2023-12-01,45663.67
Alberta,2023-12-01,82695287.53
Manitoba,2023-12-01,16301237.53
Delaware,2023-12-01,2801863.06
Minnesota,2023-12-01,5494684.44
Colorado,2023-12-01,117884643.21
California,2023-12-01,385735504.31
Newfoundland and Labrador,2023-12-01,4565282.18
Yukon,2023-12-01,381480.69
Illinois,2023-12-01,146007741.26
Louisiana,2023-12-01,3834847.31
Utah,2023-12-01,13464846.83
Alaska,2023-12-01,17177240.24
Ontario,2024-01-01,177779032.18
Quebec,2024-01-01,0.00
New Mexico,2024-01-01,46765792.00
Nunavut,2024-01-01,740680.03
South Dakota,2024-01-01,5224603.71
District of Columbia,2024-01-01,2933423.15
Rhode Island,2024-01-01,7530665.34
New York,2024-01-01,39469880.89
Alaska,2024-01-01,17471255.21
Delaware,2024-01-01,2558132.37
Louisiana,2024-01-01,5043204.88
Florida,2024-01-01,158606498.15
North Dakota,2024-01-01,1436877.79
Missouri,2024-01-01,110839152.94
British Columbia,2024-01-01,72201937.23
Northern Mariana Islands,2024-01-01,0.00
Oklahoma,2024-01-01,135520578.31
Puerto Rico,2024-01-01,50742518.53
New Hampshire,2024-01-01,687412.74
Virginia,2024-01-01,12624942.57
Iowa,2024-01-01,1267577.14
Saskatchewan,2024-01-01,12830152.86
Alberta,2024-01-01,78536148.98
Illinois,2024-01-01,134292332.77
Pennsylvania,2024-01-01,94835092.51
Arkansas,2024-01-01,23161247.13
Maine,2024-01-01,39554486.46
Ohio,2024-01-01,44463232.10
California,2024-01-01,360985975.18
Oregon,2024-01-01,77625491.55
South Carolina,2024-01-01,0.00
Newfoundland and Labrador,2024-01-01,4698887.39
Washington,2024-01-01,84915272.62
Manitoba,2024-01-01,15230303.53
Massachusetts,2024-01-01,145616924.18
West Virginia,2024-01-01,6778393.33
Michigan,2024-01-01,244197431.94
Mississippi,2024-01-01,8131823.33
Hawaii,2024-01-01,2907930.59
New Brunswick,2024-01-01,1553451.21
Georgia,2024-01-01,704587.37
Nova Scotia,2024-01-01,51795.40
Minnesota,2024-01-01,5397055.69
Montana,2024-01-01,26234935.59
Nevada,2024-01-01,68901755.53
Arizona,2024-01-01,111721069.91
New Jersey,2024-01-01,80566983.90
Connecticut,2024-01-01,25310949.58
Colorado,2024-01-01,117472682.09
Texas,2024-01-01,321743.54
Yukon,2024-01-01,355313.17
Maryland,2024-01-01,88604625.67
Utah,2024-01-01,13018305.39
Vermont,2024-01-01,10634906.80
Pennsylvania,2024-02-01,91072535.17
North Dakota,2024-02-01,1375674.76
Michigan,2024-02-01,262681918.47
Quebec,2024-02-01,0.00
Louisiana,2024-02-01,5588742.57
Vermont,2024-02-01,10873368.67
Oregon,2024-02-01,78450114.32
Texas,2024-02-01,334305.65
Montana,2024-02-01,26123029.24
Connecticut,2024-02-01,23968300.04
Massachusetts,2024-02-01,145320769.33
Newfoundland and Labrador,2024-02-01,4520405.45
British Columbia,2024-02-01,70656748.21
Maryland,2024-02-01,89699980.13
Alberta,2024-02-01,77050497.32
Ohio,2024-02-01,40940694.75
Saskatchewan,2024-02-01,12564955.87
Ontario,2024-02-01,162003378.18
South Dakota,2024-02-01,5383729.87
Washington,2024-02-01,85486624.72
Maine,2024-02-01,40669967.54
Nevada,2024-02-01,67900583.62
Colorado,2024-02-01,116374910.58
South Carolina,2024-02-01,0.00
New Jersey,2024-02-01,76898634.42
Delaware,2024-02-01,2494380.89
Yukon,2024-02-01,309052.03
West Virginia,2024-02-01,7540292.16
Manitoba,2024-02-01,15742918.59
Illinois,2024-02-01,125985369.66
New Mexico,2024-02-01,48566056.84
District of Columbia,2024-02-01,2693138.66
Nunavut,2024-02-01,752566.06
New Brunswick,2024-02-01,1701530.03
Mississippi,2024-02-01,8629267.41
Arizona,2024-02-01,115076605.41
Rhode Island,2024-02-01,7288379.06
Utah,2024-02-01,13305489.89
Minnesota,2024-02-01,5277137.07
Puerto Rico,2024-02-01,49282119.67
California,2024-02-01,359571136.38
Missouri,2024-02-01,114726220.26
Virginia,2024-02-01,12292258.53
New York,2024-02-01,42429191.52
Florida,2024-02-01,146711240.41
Hawaii,2024-02-01,3033045.54
Nova Scotia,2024-02-01,48403.73
Oklahoma,2024-02-01,126842287.23
New Hampshire,2024-02-01,684949.20
Alaska,2024-02-01,16673766.05
Georgia,2024-02-01,711732.70
Iowa,2024-02-01,1269312.84
Arkansas,2024-02-01,22214353.81
California,2024-03-01,377219039.54
Oregon,2024-03-01,84648903.21
Michigan,2024-03-01,290524632.95
Virginia,2024-03-01,13288412.77
Connecticut,2024-03-01,24952729.77
South Dakota,2024-03-01,5716364.50
Montana,2024-03-01,27489288.86
Saskatchewan,2024-03-01,12240445.88
Texas,2024-03-01,349711.74
Florida,2024-03-01,153718000.45
Rhode Island,2024-03-01,7731603.91
West Virginia,2024-03-01,7944275.91
Nova Scotia,2024-03-01,48705.67
Manitoba,2024-03-01,15200745.36
Missouri,2024-03-01,126015058.76
Iowa,2024-03-01,1260658.22
Illinois,2024-03-01,131460613.04
Newfoundland and Labrador,2024-03-01,4578947.72
New Brunswick,2024-03-01,1750904.14
Utah,2024-03-01,13615086.72
Minnesota,2024-03-01,5469108.75
Delaware,2024-03-01,2548834.92
Maine,2024-03-01,43023700.00
Arkansas,2024-03-01,22909052.02
New Jersey,2024-03-01,87360380.27
Yukon,2024-03-01,248128.26
Ontario,2024-03-01,172794738.21
Nunavut,2024-03-01,653656.16
Alberta,2024-03-01,81291425.00
Pennsylvania,2024-03-01,95192148.06
British Columbia,2024-03-01,64884563.99
Oklahoma,2024-03-01,131597625.02
New York,2024-03-01,50974636.62
Georgia,2024-03-01,830482.10
Massachusetts,2024-03-01,155928888.59
Colorado,2024-03-01,128914182.87
Alaska,2024-03-01,18061618.76
Mississippi,2024-03-01,9949884.11
Louisiana,2024-03-01,6130845.05
South Carolina,2024-03-01,0.00
New Mexico,2024-03-01,53111651.55
North Dakota,2024-03-01,1480881.40
Arizona,2024-03-01,121739971.77
District of Columbia,2024-03-01,3135309.64
Vermont,2024-03-01,11651174.11
Nevada,2024-03-01,72333400.57
Puerto Rico,2024-03-01,43723804.90
Washington,2024-03-01,88490271.75
Ohio,2024-03-01,42441285.43
Maryland,2024-03-01,96487712.83
New Hampshire,2024-03-01,705806.95
Hawaii,2024-03-01,3210839.54
Oregon,2024-04-01,83596328.78
Alberta,2024-04-01,71423518.82
Delaware,2024-04-01,2598070.58
Alaska,2024-04-01,18643553.00
British Columbia,2024-04-01,71983931.52
New York,2024-04-01,56911417.35
Mississippi,2024-04-01,9721071.18
Newfoundland and Labrador,2024-04-01,4450539.84
Pennsylvania,2024-04-01,97396239.93
Missouri,2024-04-01,121306055.27
Ohio,2024-04-01,40407752.27
Illinois,2024-04-01,138675368.16
New Brunswick,2024-04-01,1749045.77
Montana,2024-04-01,27098673.43
Connecticut,2024-04-01,24202447.72
Vermont,2024-04-01,11616645.91
Ontario,2024-04-01,177720781.23
Oklahoma,2024-04-01,126571997.23
New Mexico,2024-04-01,51671628.04
South Carolina,2024-04-01,0.00
Maryland,2024-04-01,92930350.72
Arizona,2024-04-01,117794162.08
Washington,2024-04-01,89526346.95
Nunavut,2024-04-01,1010986.06
Utah,2024-04-01,14080196.35
Florida,2024-04-01,160498270.35
Manitoba,2024-04-01,13077183.68
Hawaii,2024-04-01,3290497.64
New Jersey,2024-04-01,86889996.61
California,2024-04-01,368681289.67
North Carolina,2024-04-01,209578.86
Nova Scotia,2024-04-01,69521.11
Georgia,2024-04-01,822321.44
Massachusetts,2024-04-01,151940375.15
North Dakota,2024-04-01,1407177.44
Puerto Rico,2024-04-01,38046810.64
Texas,2024-04-01,345756.53
Yukon,2024-04-01,219894.38
Rhode Island,2024-04-01,7738583.66
District of Columbia,2024-04-01,3499961.01
Maine,2024-04-01,41791698.03
Virginia,2024-04-01,13430404.51
Michigan,2024-04-01,280268779.50
Nevada,2024-04-01,73395543.80
Arkansas,2024-04-01,22929972.74
New Hampshire,2024-04-01,745874.05
Louisiana,2024-04-01,6846266.64
South Dakota,2024-04-01,5241614.01
Minnesota,2024-04-01,5706953.14
West Virginia,2024-04-01,7855501.60
Iowa,2024-04-01,1115537.39
Colorado,2024-04-01,122201081.41
Saskatchewan,2024-04-01,10943024.22
Maryland,2024-05-01,97500744.99
New Brunswick,2024-05-01,1987926.82
New Hampshire,2024-05-01,811865.44
North Carolina,2024-05-01,443587.96
Oklahoma,2024-05-01,131718368.98
South Dakota,2024-05-01,5183636.93
New Jersey,2024-05-01,92790319.72
Delaware,2024-05-01,2381266.46
Nevada,2024-05-01,73992583.20
Maine,2024-05-01,44601570.21
California,2024-05-01,367306499.93
Mississippi,2024-05-01,10076488.31
Rhode Island,2024-05-01,8023973.29
Newfoundland and Labrador,2024-05-01,4671989.88
Iowa,2024-05-01,1177742.99
Alberta,2024-05-01,67585022.99
Utah,2024-05-01,14484122.77
District of Columbia,2024-05-01,3239025.20
Massachusetts,2024-05-01,156927962.79
Michigan,2024-05-01,281575867.25
British Columbia,2024-05-01,57940070.91
Virginia,2024-05-01,13708301.49
Manitoba,2024-05-01,13142944.50
Hawaii,2024-05-01,3203704.41
Ohio,2024-05-01,40946090.35
Minnesota,2024-05-01,5891771.86
Texas,2024-05-01,352142.01
West Virginia,2024-05-01,8006334.90
Louisiana,2024-05-01,6532612.71
Florida,2024-05-01,162306193.74
Missouri,2024-05-01,124951979.41
Pennsylvania,2024-05-01,99139705.47
Saskatchewan,2024-05-01,11178513.67
Vermont,2024-05-01,11699019.02
Oregon,2024-05-01,83924043.15
Georgia,2024-05-01,837323.56
Illinois,2024-05-01,141549526.14
Nunavut,2024-05-01,800686.88
South Carolina,2024-05-01,0.00
North Dakota,2024-05-01,1526294.53
New Mexico,2024-05-01,51779601.18
Montana,2024-05-01,27662734.29
Arkansas,2024-05-01,23017481.70
Arizona,2024-05-01,116488027.95
Colorado,2024-05-01,114762863.50
Ontario,2024-05-01,192222420.09
Alaska,2024-05-01,18789214.28
Connecticut,2024-05-01,24944735.62
Yukon,2024-05-01,214685.48
Nova Scotia,2024-05-01,69904.92
New York,2024-05-01,66329636.86
Washington,2024-05-01,88643695.95
Puerto Rico,2024-05-01,38727751.86
Michigan,2024-06-01,280687194.76
New Jersey,2024-06-01,93527265.15
Manitoba,2024-06-01,12885599.16
Washington,2024-06-01,86205013.14
North Carolina,2024-06-01,320914.69
South Carolina,2024-06-01,0.00
Missouri,2024-06-01,120756491.15
Arkansas,2024-06-01,21849129.78
New York,2024-06-01,76902972.70
Illinois,2024-06-01,137113230.17
Virginia,2024-06-01,14046835.30
Yukon,2024-06-01,215060.56
Vermont,2024-06-01,11587644.15
New Brunswick,2024-06-01,2063987.70
Utah,2024-06-01,13575512.06
Texas,2024-06-01,341573.80
Delaware,2024-06-01,2238688.40
Nova Scotia,2024-06-01,74565.02
Nevada,2024-06-01,69663697.20
New Mexico,2024-06-01,48596042.55
Maine,2024-06-01,43916577.95
Hawaii,2024-06-01,2946093.28
British Columbia,2024-06-01,66245289.96
Alaska,2024-06-01,17914738.68
North Dakota,2024-06-01,1391348.19
Massachusetts,2024-06-01,154266310.73
Rhode Island,2024-06-01,7846879.03
Newfoundland and Labrador,2024-06-01,4413891.72
West Virginia,2024-06-01,8145230.37
Arizona,2024-06-01,101641083.01
District of Columbia,2024-06-01,2927612.85
Louisiana,2024-06-01,7296550.95
Nunavut,2024-06-01,839391.40
Montana,2024-06-01,27429213.81
New Hampshire,2024-06-01,778902.27
Minnesota,2024-06-01,6048204.66
Connecticut,2024-06-01,24179425.72
Iowa,2024-06-01,1114863.07
South Dakota,2024-06-01,5095605.12
Saskatchewan,2024-06-01,11081913.33
Georgia,2024-06-01,802955.11
Oregon,2024-06-01,82348826.68
Puerto Rico,2024-06-01,34341719.18
Ontario,2024-06-01,182535898.96
Ohio,2024-06-01,40095091.92
Pennsylvania,2024-06-01,95150806.94
Alberta,2024-06-01,66662184.34
Mississippi,2024-06-01,9177092.57
Colorado,2024-06-01,115516717.49
California,2024-06-01,350053176.86
Maryland,2024-06-01,95677684.36
Oklahoma,2024-06-01,132022939.54
Florida,2024-06-01,157287223.33
Montana,2024-07-01,28967390.55
Alaska,2024-07-01,18608093.27
New Brunswick,2024-07-01,2195518.60
North Carolina,2024-07-01,723787.09
Missouri,2024-07-01,124862909.86
Newfoundland and Labrador,2024-07-01,4874989.37
Michigan,2024-07-01,289819430.24
Florida,2024-07-01,162879139.32
Washington,2024-07-01,83275415.84
Puerto Rico,2024-07-01,34785801.13
Arizona,2024-07-01,99268866.65
Maine,2024-07-01,42489999.35
Oregon,2024-07-01,84126655.22
Nunavut,2024-07-01,971316.53
Pennsylvania,2024-07-01,93404484.05
New Jersey,2024-07-01,93121459.41
Utah,2024-07-01,13654533.78
Georgia,2024-07-01,883204.39
Yukon,2024-07-01,213146.75
Iowa,2024-07-01,1125259.70
Hawaii,2024-07-01,3147363.47
West Virginia,2024-07-01,8156648.04
Louisiana,2024-07-01,9607691.64
Connecticut,2024-07-01,24864496.60
Arkansas,2024-07-01,23048481.62
Ohio,2024-07-01,40731632.03
Ontario,2024-07-01,200813620.20
New York,2024-07-01,92059419.86
Illinois,2024-07-01,138287908.77
Massachusetts,2024-07-01,160961506.18
Saskatchewan,2024-07-01,11862980.52
North Dakota,2024-07-01,1437357.87
Oklahoma,2024-07-01,137075882.26
Vermont,2024-07-01,12612055.63
Minnesota,2024-07-01,6010952.08
Nova Scotia,2024-07-01,72220.91
Delaware,2024-07-01,2434788.55
Nevada,2024-07-01,70318512.78
Texas,2024-07-01,347590.66
California,2024-07-01,352531766.32
British Columbia,2024-07-01,72084579.03
Rhode Island,2024-07-01,8052318.58
New Mexico,2024-07-01,50596070.22
South Dakota,2024-07-01,5333593.00
Colorado,2024-07-01,124816514.00
New Hampshire,2024-07-01,813251.20
Manitoba,2024-07-01,13639640.02
Mississippi,2024-07-01,9867080.37
District of Columbia,2024-07-01,2749139.58
Virginia,2024-07-01,14116657.94
Maryland,2024-07-01,96160495.18
Alberta,2024-07-01,70739135.61
Texas,2024-08-01,408494.09
Alberta,2024-08-01,70097403.07
South Dakota,2024-08-01,5752434.79
Pennsylvania,2024-08-01,96166372.13
Oklahoma,2024-08-01,151267660.18
Maine,2024-08-01,45320611.59
Montana,2024-08-01,30900035.82
Louisiana,2024-08-01,11383906.76
Nevada,2024-08-01,71107027.49
Arizona,2024-08-01,100903395.90
Nunavut,2024-08-01,1085122.31
Arkansas,2024-08-01,24042558.45
Missouri,2024-08-01,127417103.31
Florida,2024-08-01,167570304.77
Colorado,2024-08-01,124623928.38
Massachusetts,2024-08-01,165804415.59
Georgia,2024-08-01,898808.90
Michigan,2024-08-01,297393216.07
Virginia,2024-08-01,14696052.85
West Virginia,2024-08-01,8436551.52
Oregon,2024-08-01,85948122.68
Washington,2024-08-01,91547759.32
Ohio,2024-08-01,80737112.45
Delaware,2024-08-01,2562494.35
Mississippi,2024-08-01,10680999.23
New Brunswick,2024-08-01,2295423.44
Alaska,2024-08-01,20374165.20
New Mexico,2024-08-01,51648988.83
Maryland,2024-08-01,101330396.40
North Carolina,2024-08-01,731982.94
Ontario,2024-08-01,208743194.10
Utah,2024-08-01,14267542.72
California,2024-08-01,364505327.51
Vermont,2024-08-01,13431789.81
New Hampshire,2024-08-01,873485.27
District of Columbia,2024-08-01,2901833.11
North Dakota,2024-08-01,1432142.26
Puerto Rico,2024-08-01,35912238.67
New York,2024-08-01,98092150.84
Saskatchewan,2024-08-01,12111427.79
Yukon,2024-08-01,216952.88
New Jersey,2024-08-01,98232628.35
Iowa,2024-08-01,1142480.27
Hawaii,2024-08-01,3106353.42
Nova Scotia,2024-08-01,863139.37
Newfoundland and Labrador,2024-08-01,5189575.98
Manitoba,2024-08-01,13531016.44
Illinois,2024-08-01,138205234.03
Connecticut,2024-08-01,25868180.64
Minnesota,2024-08-01,6490422.31
Rhode Island,2024-08-01,7785710.38
British Columbia,2024-08-01,75210189.52
Washington,2024-09-01,83742535.82
Saskatchewan,2024-09-01,11770158.45
Florida,2024-09-01,171356703.57
Missouri,2024-09-01,118580905.13
Newfoundland and Labrador,2024-09-01,4848035.29
South Dakota,2024-09-01,5457314.93
Colorado,2024-09-01,114352854.59
Pennsylvania,2024-09-01,93343411.16
North Dakota,2024-09-01,1409503.02
West Virginia,2024-09-01,8245031.62
Massachusetts,2024-09-01,152245968.11
Texas,2024-09-01,200815.53
New York,2024-09-01,94169051.58
Delaware,2024-09-01,2544849.43
Nunavut,2024-09-01,882688.89
Oklahoma,2024-09-01,129935779.49
Virginia,2024-09-01,13924255.17
Iowa,2024-09-01,1065032.14
Maine,2024-09-01,44001280.03
Vermont,2024-09-01,12329899.03
North Carolina,2024-09-01,3062024.51
Mississippi,2024-09-01,10169887.23
California,2024-09-01,332683023.09
Puerto Rico,2024-09-01,35438257.42
New Mexico,2024-09-01,47323184.78
Rhode Island,2024-09-01,7310107.26
Michigan,2024-09-01,268732659.42
Manitoba,2024-09-01,12735441.93
Illinois,2024-09-01,131526724.05
Nova Scotia,2024-09-01,663427.25
Oregon,2024-09-01,80313365.05
Alberta,2024-09-01,66280280.82
District of Columbia,2024-09-01,2746874.52
Arizona,2024-09-01,94742723.64
British Columbia,2024-09-01,70797758.20
Maryland,2024-09-01,93634540.57
Louisiana,2024-09-01,10113710.02
Utah,2024-09-01,13971607.03
Nevada,2024-09-01,66774148.13
Minnesota,2024-09-01,5683924.31
New Brunswick,2024-09-01,1938840.02
Montana,2024-09-01,28689477.21
Connecticut,2024-09-01,23637782.11
Ohio,2024-09-01,77999044.58
Arkansas,2024-09-01,21969381.71
Hawaii,2024-09-01,3156994.76
Yukon,2024-09-01,215012.01
New Hampshire,2024-09-01,757974.94
Ontario,2024-09-01,196019780.38
Georgia,2024-09-01,831581.77
New Jersey,2024-09-01,89984622.01
Alaska,2024-09-01,19711194.37
Puerto Rico,2024-10-01,32358546.51
Maryland,2024-10-01,96774544.89
Ontario,2024-10-01,190539629.35
Oregon,2024-10-01,81394768.14
District of Columbia,2024-10-01,2891896.70
California,2024-10-01,344559027.09
Nova Scotia,2024-10-01,691033.72
Colorado,2024-10-01,115746234.72
Pennsylvania,2024-10-01,94072281.42
Alaska,2024-10-01,19702169.14
New York,2024-10-01,103036685.31
Delaware,2024-10-01,2446945.24
North Carolina,2024-10-01,3719049.89
Massachusetts,2024-10-01,155291775.52
Newfoundland and Labrador,2024-10-01,5222095.05
New Mexico,2024-10-01,49113685.14
Rhode Island,2024-10-01,7303872.32
Maine,2024-10-01,42560145.07
North Dakota,2024-10-01,1537636.89
Iowa,2024-10-01,1143573.73
New Jersey,2024-10-01,96042229.28
Vermont,2024-10-01,12145028.50
Manitoba,2024-10-01,13386144.79
Missouri,2024-10-01,124521782.47
British Columbia,2024-10-01,70150472.93
Utah,2024-10-01,14016149.68
Michigan,2024-10-01,270380258.89
Connecticut,2024-10-01,24256406.82
Yukon,2024-10-01,213841.82
Montana,2024-10-01,28397992.40
Ohio,2024-10-01,80258128.83
Louisiana,2024-10-01,10033549.35
Hawaii,2024-10-01,3275482.43
Washington,2024-10-01,88153482.88
Arizona,2024-10-01,103623252.47
Alberta,2024-10-01,67793010.41
Illinois,2024-10-01,134796803.09
Florida,2024-10-01,168072516.47
Virginia,2024-10-01,13784577.27
New Brunswick,2024-10-01,1866271.67
Minnesota,2024-10-01,6379215.74
Nevada,2024-10-01,68589033.90
South Dakota,2024-10-01,5624685.11
Nunavut,2024-10-01,1114649.18
Mississippi,2024-10-01,11156351.68
Texas,2024-10-01,224366.39
Saskatchewan,2024-10-01,11949247.06
Georgia,2024-10-01,886878.14
Oklahoma,2024-10-01,121060402.29
New Hampshire,2024-10-01,1011181.22
Arkansas,2024-10-01,23578431.70
West Virginia,2024-10-01,7996876.09
West Virginia,2024-11-01,8286550.00
Vermont,2024-11-01,11440186.71
Colorado,2024-11-01,111401239.65
Louisiana,2024-11-01,10058741.81
Ontario,2024-11-01,191611445.87
Iowa,2024-11-01,1225160.28
Oregon,2024-11-01,80356111.97
Arkansas,2024-11-01,24148968.14
Delaware,2024-11-01,2215176.76
Arizona,2024-11-01,102278625.11
Oklahoma,2024-11-01,121079035.74
Connecticut,2024-11-01,24616970.44
Newfoundland and Labrador,2024-11-01,5166136.27
Montana,2024-11-01,27287707.69
New Jersey,2024-11-01,99462212.68
Nunavut,2024-11-01,1322303.49
Rhode Island,2024-11-01,7580129.93
Missouri,2024-11-01,129330805.53
Illinois,2024-11-01,130798233.58
Maine,2024-11-01,41173426.22
Manitoba,2024-11-01,13210075.16
New York,2024-11-01,105113046.95
North Dakota,2024-11-01,1413715.96
Washington,2024-11-01,94474595.78
British Columbia,2024-11-01,74463692.73
Alberta,2024-11-01,70989951.31
Ohio,2024-11-01,80097569.14
Florida,2024-11-01,169189139.24
New Hampshire,2024-11-01,879324.95
Massachusetts,2024-11-01,153726871.33
Virginia,2024-11-01,14659562.93
North Carolina,2024-11-01,4146157.89
New Brunswick,2024-11-01,1674198.64
Mississippi,2024-11-01,11155273.16
Minnesota,2024-11-01,6436119.91
District of Columbia,2024-11-01,2838706.03
South Dakota,2024-11-01,5897520.58
Georgia,2024-11-01,925720.88
Utah,2024-11-01,14742481.95
New Mexico,2024-11-01,48316820.51
Hawaii,2024-11-01,3184518.58
Texas,2024-11-01,229250.09
Pennsylvania,2024-11-01,97924311.69
Michigan,2024-11-01,278224100.09
Alaska,2024-11-01,18244984.92
Nevada,2024-11-01,67100962.79
Puerto Rico,2024-11-01,34038549.53
Maryland,2024-11-01,98334525.67
Yukon,2024-11-01,215059.60
Saskatchewan,2024-11-01,12295652.63
California,2024-11-01,348624097.27
Nova Scotia,2024-11-01,711977.89
Texas,2024-12-01,229894.15
Hawaii,2024-12-01,3141078.23
New Jersey,2024-12-01,104694505.76
Illinois,2024-12-01,139789764.83
Michigan,2024-12-01,267584774.57
Yukon,2024-12-01,213972.68
Pennsylvania,2024-12-01,97295847.17
Georgia,2024-12-01,963728.95
Oregon,2024-12-01,80587245.96
Connecticut,2024-12-01,25679201.31
Manitoba,2024-12-01,14213454.88
Ohio,2024-12-01,84644396.98
Vermont,2024-12-01,12040271.28
British Columbia,2024-12-01,69719832.30
Iowa,2024-12-01,1197562.95
New Brunswick,2024-12-01,1909572.08
Nunavut,2024-12-01,1407249.55
District of Columbia,2024-12-01,3019565.68
Mississippi,2024-12-01,11858890.90
Newfoundland and Labrador,2024-12-01,5344270.25
Massachusetts,2024-12-01,157258094.23
Arkansas,2024-12-01,24151122.25
North Dakota,2024-12-01,1369355.93
Puerto Rico,2024-12-01,23798385.13
Nova Scotia,2024-12-01,701928.45
Maine,2024-12-01,42486232.64
Alberta,2024-12-01,76765592.02
Arizona,2024-12-01,108528498.24
North Carolina,2024-12-01,4182679.91
Maryland,2024-12-01,99556768.90
South Dakota,2024-12-01,5865818.54
Ontario,2024-12-01,205554351.37
New Mexico,2024-12-01,49093465.18
Delaware,2024-12-01,2163294.67
Colorado,2024-12-01,116013331.41
Utah,2024-12-01,14427563.78
West Virginia,2024-12-01,9454657.53
Washington,2024-12-01,96365520.98
Louisiana,2024-12-01,11483450.40
Florida,2024-12-01,173844404.83
Alaska,2024-12-01,17108987.84
Minnesota,2024-12-01,6270680.95
Missouri,2024-12-01,132188541.20
Oklahoma,2024-12-01,127990832.54
Virginia,2024-12-01,15502571.55
Saskatchewan,2024-12-01,13549270.49
Montana,2024-12-01,28187261.99
New York,2024-12-01,121411548.85
Rhode Island,2024-12-01,7733985.88
Nevada,2024-12-01,66628470.94
New Hampshire,2024-12-01,861967.37
California,2024-12-01,353031075.39
Pennsylvania,2025-01-01,95696270.09
Vermont,2025-01-01,11785478.03
Puerto Rico,2025-01-01,15158386.38
Illinois,2025-01-01,130192089.02
Nova Scotia,2025-01-01,669280.97
Minnesota,2025-01-01,6277235.54
Ontario,2025-01-01,187276370.88
Manitoba,2025-01-01,12860273.72
Delaware,2025-01-01,2198274.15
Saskatchewan,2025-01-01,12547172.58
Utah,2025-01-01,14841486.22
District of Columbia,2025-01-01,3023433.38
Louisiana,2025-01-01,12990012.00
Maryland,2025-01-01,95127443.15
California,2025-01-01,335099746.97
New Mexico,2025-01-01,44845677.64
South Dakota,2025-01-01,6102016.29
New York,2025-01-01,122753082.58
Yukon,2025-01-01,218090.88
Michigan,2025-01-01,248990319.87
Missouri,2025-01-01,124019361.75
