STATE,SALES_MONTH,TOTAL_DOLLARS
Nova Scotia,2026-03-01,757877.93
New Hampshire,2026-03-01,742996.51
Alaska,2026-03-01,16278412.63
Saskatchewan,2026-03-01,9411220.75
Alberta,2026-03-01,65639285.81
Georgia,2026-03-01,699425.65
Yukon,2026-03-01,213821.86
New York,2026-03-01,154133870.15
Rhode Island,2026-03-01,10419904.21
Kentucky,2026-03-01,575003.31
Louisiana,2026-03-01,30914384.21
Washington,2026-04-01,96197627.39
Oregon,2026-04-01,79788825.51
Kentucky,2026-04-01,741750.85
Oklahoma,2026-04-01,102279672.31
Illinois,2026-04-01,129333008.99
Delaware,2026-04-01,5337591.62
Nevada,2026-04-01,66021640.88
British Columbia,2026-04-01,72755026.69
Montana,2026-04-01,28159274.77
Missouri,2026-04-01,130921848.49
Georgia,2026-04-01,729182.06
Hawaii,2026-04-01,3001383.72
Louisiana,2026-04-01,31085176.87
Connecticut,2026-04-01,24439411.05
Colorado,2026-04-01,104703272.60
Minnesota,2026-04-01,29789405.16
New Mexico,2026-04-01,48071858.56
Florida,2026-04-01,177433303.84
California,2026-04-01,348696598.47
Pennsylvania,2026-04-01,96300921.97
North Carolina,2026-04-01,5149400.18
South Dakota,2026-04-01,5931451.36
Mississippi,2026-04-01,15196806.18
Ontario,2026-04-01,188355504.31
Saskatchewan,2026-04-01,9059277.88
New Jersey,2026-04-01,110221611.16
North Dakota,2026-04-01,2380402.08
Massachusetts,2026-04-01,151448681.21
Alberta,2026-04-01,62586376.31
District of Columbia,2026-04-01,6270240.28
Ohio,2026-04-01,113494979.10
Arkansas,2026-04-01,25813950.51
Maryland,2026-04-01,101624453.58
Alaska,2026-04-01,16401168.35
Texas,2026-04-01,473540.39
New York,2026-04-01,154135208.00
New Brunswick,2026-04-01,2472425.63
New Hampshire,2026-04-01,650507.39
Tennessee,2026-04-01,0.00
Maine,2026-04-01,38135349.29
Michigan,2026-04-01,259997697.25
Arizona,2026-04-01,106485549.15
Manitoba,2026-04-01,11959885.02
Rhode Island,2026-04-01,10669905.88
West Virginia,2026-04-01,8008236.40
Nova Scotia,2026-04-01,769582.92
Yukon,2026-04-01,206958.44
Newfoundland and Labrador,2026-04-01,6081454.36
Puerto Rico,2026-04-01,10431790.52
Iowa,2026-04-01,1205519.19
Utah,2026-04-01,16845971.25
Vermont,2026-04-01,12878266.53
Nunavut,2026-04-01,493646.40
Virginia,2026-04-01,15072248.80
Ontario,2026-05-01,188093466.37
Ohio,2026-05-01,117490344.64
Newfoundland and Labrador,2026-05-01,6131618.84
Arizona,2026-05-01,105172850.90
Nevada,2026-05-01,68139926.53
Hawaii,2026-05-01,3069839.68
New York,2026-05-01,161459029.29
New Brunswick,2026-05-01,2712765.46
West Virginia,2026-05-01,7999351.55
Tennessee,2026-05-01,0.00
Virginia,2026-05-01,15722765.07
Maine,2026-05-01,39463671.26
Florida,2026-05-01,180815319.57
California,2026-05-01,343468631.54
Georgia,2026-05-01,785758.58
British Columbia,2026-05-01,72738069.54
Alberta,2026-05-01,65676003.15
Washington,2026-05-01,97345149.69
Mississippi,2026-05-01,15658343.88
New Mexico,2026-05-01,48385524.31
Pennsylvania,2026-05-01,97479273.73
Puerto Rico,2026-05-01,10183777.03
Massachusetts,2026-05-01,156090322.27
North Carolina,2026-05-01,5452735.11
Vermont,2026-05-01,13397003.98
Alaska,2026-05-01,16716107.35
Rhode Island,2026-05-01,10360280.19
Michigan,2026-05-01,261608538.87
Utah,2026-05-01,16149243.58
Kentucky,2026-05-01,991709.61
Texas,2026-05-01,546676.69
Connecticut,2026-05-01,24984779.84
Nunavut,2026-05-01,488212.96
Oregon,2026-05-01,72209940.60
Missouri,2026-05-01,135423584.30
Manitoba,2026-05-01,12634609.64
Iowa,2026-05-01,1019287.42
Colorado,2026-05-01,105207401.96
Yukon,2026-05-01,213869.40
Montana,2026-05-01,28045028.67
Maryland,2026-05-01,106269530.95
Arkansas,2026-05-01,25824833.35
Oklahoma,2026-05-01,101190068.22
New Hampshire,2026-05-01,578432.94
Delaware,2026-05-01,5473506.99
District of Columbia,2026-05-01,6329548.00
Louisiana,2026-05-01,30091718.10
Saskatchewan,2026-05-01,9345803.03
North Dakota,2026-05-01,2406490.38
Minnesota,2026-05-01,29094469.26
Nova Scotia,2026-05-01,798587.17
South Dakota,2026-05-01,6040943.84
New Jersey,2026-05-01,113304683.87
Illinois,2026-05-01,132387197.39
